,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
3035,1753,5422.json,true,On mandatory ultrasounds before abortions.,abortion,bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a written statement.,"Clinton said that ""we are seeing kids who are healthier. ""She said that in the context of First Lady Obamas work on nutrition and exercise, and her campaign staff drew our attention to obesity trends. The latest numbers show less obesity for kids 11 and under, but a continued rise for young teens 12 to 17. As for diet, the governments index for healthy eating has gone up."
3036,1754,10763.json,true,"Hillary Clintons State Department sent three comedians to India on the Make Chai, Not War tour.","foreign-policy,job-accomplishments",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,"a speech in Nashua, N.H.","That data is, in some cases, at least 20 years old -- way older than Snapchat. The most recent information from UNESCO and UNICEF indicate that Moroccos illiteracy among women is still relatively high (60 percent in rural areas and 42 percent overall), but much lower than what the snap says."
3039,1757,3764.json,true,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.,"elections,state-budget",kim-simac,Leader of recall effort against Wisconsin state Sen. Jim Holperin,Wisconsin,republican,1.0,0.0,0.0,0.0,0.0,a news release,"Medicare spending will still grow; benefits will expand. Still, there remains the prospect of some providers quitting Medicare, possibly making it harder for patients to get care."
3071,1789,9802.json,true,Washington has incentivized the militarization of local police precincts.,"crime,criminal-justice,homeland-security,military,public-safety,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,an opinion column,"But his statement leaves out important details and context that could give voters a different impression. The ethics act is much tougher on other acts of improper conduct. We believe Butler's statement could give viewers the impression that Hicks committed ethical lapses along the lines of what was included in SB 17. Also, most of the fines were paid before last week."
3086,1804,5683.json,true,Says Barack Obama has played over 90 rounds of golf as president.,"economy,poverty,recreation",david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,an online video ad.,"He voted with his party 90 percent, but voted with Pelosi only 78. 4 percent, which is significantly lower. Still, there is support for Hurts underlying point that Perriello votes with his party much of the time."
3091,1809,2111.json,true,"In the 18th Congressional District, 100% of electric generation comes from coal.","cap-and-trade,climate-change,economy,energy",bob-gibbs,Representative from Ohio's 18th Congressional District,Ohio,republican,0.0,0.0,0.0,1.0,1.0,a statement posted to his website,"Ultimately, Brewer would have been on safe ground if she'd said that drug smuggling and human smuggling have become increasingly intertwined, and that sometimes, illegal immigrants have been coerced into serving as drug couriers. While the source she eventually cited -- the Los Angeles Times -- says that ""sometimes (smugglers) loaded up their human cargo with backpacks full of marijuana,"" the article doesn't back up her assertion that that ""the majority"" of illegal immigrants carry drugs into the country. More to the point, Brewer's contention is undercut by both federal prosecution statistics and the accounts of experts we spoke to."
3107,1825,3200.json,true,"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years.",federal-budget,johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,a speech,"But we never worked with the Crist campaign or Crist to make it happen. In fact, ACORN's top Florida executive said the group had nothing to do Crist's plan and was surprised he was considering it at all."
3109,1827,7293.json,true,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.,health-care,ron-desantis,member of Congress,Florida,republican,0.0,0.0,0.0,1.0,0.0,an interview on Fox News,"That chart shows jobs declining by larger and larger amounts until a low point in January 2009, when Obama took office, then climbing (that is, losing fewer jobs every month) until November 2009, when the monthly changes, with one exception, turned into net job gains. The chart also appears on the Speaker's blog. While we didn't find a copy of the chart included with the news release when we found it on Pelosi's website, Elshami forwarded us a copy that had been sent to reporters earlier that morning that did include it. So we'll give her office partial credit for providing some context, even if it didn't come in the document we initially found. In all, then, the Speaker's portrayal of the numbers is technically accurate, but the general impression she gives -- that the record under a Democratic president and a Democratic Congress stands in ""stark contrast"" to the record under Bush -- is political spin based on selective choices about what data to use."
3114,1832,4586.json,true,Our government right now. . . (is) spending 40 percent more than what we take in.,"federal-budget,new-hampshire-2012",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,Republican presidential primary debate,"Ruths List Florida said that ""26 men named William have been elected to statewide office and only seven women have had the honor. ""Because of changes in state government and elections, plus how officeholders came by their positions, its difficult to parse the exact count the group came up with. The total of officials we could confirm were elected and not appointed was 14 Williams (although there could be more) and eight women. Thats off from the numbers in the email, but the gist of the statement is still defensible. There have been many more men named William than women holding major elected offices in Florida."
3123,1841,4146.json,true,[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.,transportation,mike-bodker,"Mayor, Johns Creek",,republican,0.0,0.0,0.0,0.0,0.0,a newspaper article,"Gingrich spoke of credit unions and electric cooperatives as if they were the same sort of entities as Freddie Mac. We find no support for that and do find major differences in how they are created and operate compared with GSEs. Congress created Freddie Mac, as it does every GSE, by passing a specific law to bring it into being. Freddie Mac has stockholders and a direct line of credit with the U. S.  Treasury. The term, Government Sponsored Enterprise, applies only to a handful of financial entities listed in the federal budget. None of those characteristics apply to credit unions and electric cooperatives."
3149,1867,3180.json,true,Israels per capita income is greater than probably three-fourths of the rest of the world.,"economy,foreign-policy,israel",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,an interview with ABC News,"""In 2005, 37. 0-million people were in poverty, not statistically different from 2004,"" it says. ""In 2005, the number in poverty remained statistically unchanged from 2004 for people under 18 and people 18 to 64 years old (12. 9-million and 20. 5-million, respectively),"" it goes on. Dodd even says ""about 12-million or 13-million are children,"" not looking too flashy by quoting the precise number of 12. 9-million. The U. S.  Census Bureau's 2006 report, released in August 2007, is ""not statistically different from 2005,"" although it lists the number of people living in poverty as 36. 5-million and the number of children living in poverty as 12. 8-million."
3156,1874,6931.json,true,Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,immigration,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,the second presidential debate,"Obama said ""what is and isn't a Schedule I narcotic is a job for Congress. ""While Obama may feel that way philosophically, there is a process by which the executive branch can reclassify marijuana to allow for its medical use or completely remove it from the list of controlled substances. Its not an easy process, but its there. And Obamas Justice Department has often given tacit approval, or at least turned a blind eye, when states have taken steps to ignore the federal governments classification."
3172,1890,3209.json,true,Texas added more jobs in 2010 than any other state.,jobs,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech,"Our rating Grothman said: ""A single parent with a couple kids can easily get $35,000 a year"" in public assistance in Wisconsin. On one level, Grothman is using a common example in terms of a single parent with two children, but his use of the word ""easily"" goes too far."
3177,1895,9961.json,true,Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.,"economy,government-efficiency,government-regulation,market-regulation,small-business",catherine-taylor,business owner,Rhode Island,republican,0.0,1.0,0.0,0.0,0.0,a TV interview,"Trump said that under the Iran deal: ""If Israel attacks Iran  we are supposed to be on Irans side. ""But the White House has made it clear that its interpretation of the provision is that it is targeted at terrorists and saboteurs, not Israel or other U. S.  allies. If youre still in doubt, consider that nothing in the provision compels the U. S.  to offer any assistance to Iran in the event of a threat to its nuclear program."
3232,1950,10383.json,true,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,"economy,jobs",mark-drewniak,Spokesman for N.J. Governor Chris Christie,New Jersey,republican,0.0,0.0,0.0,0.0,0.0,in a press interview,"Once again, Romney has accused Obama of beginning his presidency ""with an apology tour. ""Our reviews of Obamas 2009 foreign travels and speeches showed no such thing. While he criticized past U. S.  actions, such as torture practices at Guantanamo, he did not offer one apology."
3245,1963,6009.json,true,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,"deficit,economy",rodney-frelinghuysen,,,republican,1.0,0.0,0.0,1.0,0.0,an e-mail newsletter,Pence said that State Department officials steered Haiti relief contracts to friends of the Clintons. That charge rests on a news report based on emails between the State Department and the Clinton Foundation. Those emails show only that well-connected people saw their offers of help put on a fast track. Neither the emails nor a search of government contract databases show that the government gave contracts to any of those people or their firms to help in Haiti.
3323,2041,341.json,true,"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.",candidates-biography,mike-huckabee,author,Arkansas,republican,12.0,5.0,9.0,3.0,4.0,an interview on MSNBC's Morning Joe.,"Trump said that ""since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by ICE, but who were not detained or processed for deportation because it wouldn't have been politically correct. ""One can make a reasonably strong -- though not foolproof -- case for 100,000. But immigration professions are divided over how credible the next 200,000 is. Meanwhile, Trumps description of the number in his speech is not entirely accurate."
3360,2078,674.json,true,"When oil and gas prices sent state revenues up, Palin sent ""a large share of that revenue directly back to the people of Alaska.""",taxes,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"Dayton, Ohio","Maddow said, ""Oklahoma's Republican Gov. Mary Fallin signed a new law which makes you pay a special fee. It will essentially fine people for the crime of using solar power. ""The law does not make you pay a special fee for using solar power, as Maddow said. What it does do is open the door to a potential fee -- if utility companies can prove that solar and wind customers are being subsidized by other energy consumers. Were a ways from knowing whether the utilities can make their case and what fee might be assessed. The law does not affect the ability of Oklahoma solar and wind customers to sell excess energy they produce to lower their monthly bill, and even advocates of solar energy say Maddows segment missed news in Fallins executive order, which stressed ""this bill does not mandate tariffs or other increases"" for people who generate alternative energy."
3369,2087,514.json,true,"When the United States invaded Iraq, Saddam Hussein wanted to acquire weapons of mass destruction, and ""he said so himself after his capture.""",iraq,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"St. Petersburg, Fla.","Based on Christies recommendations, state officials created a ""severe misconduct"" category in which individuals could be denied unemployment benefits for as long as they remain unemployed. Also, there is a scenario in which a person fired for severe misconduct could later receive unemployment benefits based in part on wages from that job."
3377,2095,9038.json,true,"If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you cant find enough trucks to flee the Golden State.","economy,states,tourism,transportation",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech,"After all, the Supreme Court declared that penalty a tax. The CBO figure we used for our calculation, a total of $104 billion in revenue generated in 2019, is inclusive of all revenues, including the penalty or tax individuals might pay if they do not purchase health insurance. The figure for that year was estimated to be $14 billion for penalties paid for by employees and individuals."
3382,2100,2459.json,true,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.,"history,legal-issues,message-machine,supreme-court",todd-staples,state agriculture commissioner,Texas,republican,0.0,1.0,4.0,3.0,1.0,a radio interview.,"Stefanik began airing an ad in October accusing Derrick of not knowing enough about the issues that affect the North Country. The narrator in the ad says, ""When asked about bills in Congress important to the North Country, Derrick responded, I just dont know enough about it.  "" Derrick said that about a particular kind of health care coverage - not other issues in the North Country."
3401,2119,13469.json,true,"Financial conflict-of-interest laws dont apply to the president, right? So, the president doesnt have to have a blind trust.","campaign-finance,ethics",rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,"CNN's ""State of the Union""","The NRCCs ad said, ""John Barrow voted with Obama 85 percent of the time. ""Barrow did indeed vote with Obama 85 percent of the time -- but that was in 2009, a fact that is footnoted in the ad, albeit in small type. Between 2010 and 2013, Barrows voting record was much less closely aligned with Obama, bottoming out at 28 percent and 35 percent in the most recent years for which data is available. House Democratic leaders might consider scores like that to be short of ""team behavior."
3440,2158,2923.json,true,Says the military accounts for about 10 percent of Floridas economy.,"economy,military",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a press conference,"So, back to the statement, would every school be negatively impacted without this cash?Well, each and every school budget would take a hit. Hunt had the analysis to prove his point."
3446,2164,9753.json,true,Wisconsin is #1 in the Midwest for personal income growth over the year.,"economy,income,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a tweet,"To the contrary, Sotomayor says several times that she agrees judges should aspire to ""transcend their personal sympathies and prejudices. ""However, she acknowledges that we are all informed by our experiences and that ""personal experiences affect the facts that judges choose to see. ""And, she concludes, when it comes to things like race and sex discrimination, that kind of diversity of experience can be an asset. In context, it's clear that Sotomayor isn't suggesting the intellect of Latina women is superior to that of white men, only that a greater diversity of experience and thought would be a valuable addition to the court system."
3476,2194,6831.json,true,Says Obama promised to cut the deficit in half.,"debates,deficit",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a presidential debate,"Obama said, ""Factories are opening their doors at the fastest pace in almost two decades. ""The number of factories steadily decreased from 1998 to 2013. In the first two quarters of 2014, things started to pick up, though they are still nowhere near the 1998 peak. We should note that economists are far from certain that this is a significant trend, or if it will continue."
3477,2195,3298.json,true,"In 2009, Democratic Wisconsin state senators rammed through a billion-dollar tax hike in 24 hours with no public input.","labor,state-budget,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a news release,"At the debate, Trump said that In New York City, ""murders are up. ""For virtually any time frame you can look at, including the year to date, murders in New York City are down."
3481,2199,5223.json,true,Says Newt Gingrichs contract was with the lobbyists at Freddie Mac.,candidates-biography,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a Republican debate in Tampa,"DeWit said, ""now we have ISIS coming over the border. Yes, people with ties to the Middle East have been encountered at the border. Members of terrorist group Hezbollah entered the United States via the border sometime before 2005."
3483,2201,5310.json,true,On deporting illegal immigrants.,immigration,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a column,"Bret Mayborne, research director for the association, said such polls are not scientifically rigorous but provide insight into trends over time. Our rating    Walker says 94 percent of Wisconsin employers believe the states headed the right direction  and a majority of them say they are going to grow their companies in 2012. The numbers are correct, but they come from a small survey by one trade group and amount to a sample that is not reflective of the overall makeup of businesses in the state. Walker, however, presents it without noting the critical limitations."
3500,2218,1899.json,true,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""","candidates-biography,ethics,message-machine,transparency",john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a campaign commercial,Every version of Ryans plan maintains this age limit. Nelson had a point that Mack has supported Ryans plans for private or personal accounts in the Social Security program. A constant in Ryans budget proposals is the exclusion of senior citizens to any changes in the current system.
3502,2220,3775.json,true,Department of Education officials investigating Virginia Tech shootings have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else.,"crime,education",ken-cuccinelli,Attorney General,Virginia,republican,1.0,10.0,3.0,2.0,1.0,a news release.,"Its clinic saw just under 2,000 teens in 2009. Its educational outreach program reached 3,000 teens. The Jane Fonda Center for Adolescent Reproductive Health at Emory University develops and researches successful sex education methods and disseminates information to teens and professionals. While Grady, the Jane Fonda Center and other resources have likely played a major role in the reduction of teenage pregnancy rates, it's fair to give credit to Fulton County as well."
3518,2236,1672.json,true,Says Holly Turner failed to vote in five straight Republican primaries.,elections,paul-workman,Businessman ,Texas,republican,1.0,0.0,0.0,0.0,0.0,a TV ad,"And while remaining city assets would, by law, be turned over to the county, ""those are completely divorced from the tax rate,"" said Dan Chandler, the county strategic policy adviser who wrote the fact sheet. Last, although voters countywide may cast ballots sometime late next year on an increased vehicle registration fee for road maintenance, Clackamas County has shown considerable reluctance in recent years to approve anything resembling a new tax. Thus, it seems unlikely that a flood of countywide bonds, levies and local improvement districts would materialize. Simple math shows that if Damascus voters follow up their 2004 historic vote to incorporate with another historic vote to disincorporate, homeowners will see their property tax bills fall -- by 46 percent at the median level."
3548,2266,6964.json,true,Ive got a 94 percent career voting record in Congress while Bill Nelson has a 92 percent voting record.,"candidates-biography,voting-record",connie-mack,U.S. representative from Fort Myers,Florida,republican,3.0,3.0,1.0,3.0,1.0,a debate,"The JCT found that for those who make between $500,000 and $1 million, the lower rates were worth an average $17,467 per tax filer, and for those who make between $200,000 and $500,000, the lower rates were worth $7,152 per tax filer. The Tax Policy Center's numbers were similar. So Goolsbee is correct that the expiring tax cuts are worth, on average, more than $100,000 for millionaires and billionaires. But the proposal the president supports would let tax cuts expire for some people who make high salaries but aren't millionaires, which Goolsbee didn't mention."
3590,2308,11237.json,true,"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.","job-accomplishments,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a radio interview,"Florida has ""the most errors and exonerations from death row,"" ACLU of Florida executive director Howard Simon said in a press release. According to a count by the Death Penalty Information Center, Florida has exonerated 24 death row inmates -- the most of any state in the nation. But another resource that uses a different definitions of ""exoneration"" and has a different time period -- the National Registry of Exonerations -- shows Florida had eight exonerations, fewer than Illinois, Louisiana and Texas."
3603,2321,4517.json,true,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,"education,immigration,states",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview,"To attain them, Walkers budgets have also included numerous -- and controversial -- cuts to education and other areas. Our rating  In an interview with Glenn Beck, Walker said ""by the end of this budget I'm in right now, taxes will have been cut $4. 7 billion in my state. ""That figure holds up, based on numbers from the Legislative Fiscal Bureau."
3605,2323,8109.json,true,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,an article on NJ.com,"The invasion was a success and Eisenhower did not have to use the note. McCain ought not use it either at least not as an example of prewritten resignation letter. Though Eisenhower did intend to take responsibility for the failure, that's quite different from preparing to resign his generalship."
3620,2338,11499.json,true,"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.","candidates-biography,corrections-and-updates,voting-record",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,the CNBC GOP presidential debate,"Clinton would ""staple"" green cards to the diplomas of foreign students in the United States who complete masters or doctoral degrees in science, technology, engineering or math, extending their stay so that they could work in the U. S. , particularly in high-tech jobs, after graduation rather than returning home. The green cards would be available to students who are already legally in the United States. And given their level of education and expertise, they would not be taking jobs of low-income Americans. Nor is the program aimed at millions of students."
3629,2347,5037.json,true,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,an interview on MSNBC’s Morning Joe,"Short of much better detail -- if the company wants to go granular, we are here awaiting -- we go with the precise numbers the company reported to the SEC. While $14. 2 billion is a lot of money, it set no GE record."
3638,2356,333.json,true,"John McCain has said the economy is ""not his strong suit.""",economy,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,Denver,"Whitehouse voted for the law that provided for the bailout of big financial institutions such as A. I. G. but the law did not call for any bonuses. Whitehouse subsequently voted for a stimulus bill that limited executive bonuses in companies that accepted bailout money, a provision watered down when Democrats in the House and Senate hammered out a compromise. The bailout may have given the institutions the resources to pay bonuses -- as impolitic as that was -- but in this case it was A. I. G. , not the senators, that did the deed. The bailout money was never intended to provide bonuses and neither Whitehouse, nor any other member of Congress, voted to approve any bonuses. (Get updates from PolitiFact Rhode Island on Twitter: @politifactri."
3648,2366,806.json,true,"Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.",candidates-biography,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a debate in Hempstead, N.Y.","The funding mechanism will force school districts to either cut budgets or raise taxes. Yes, a Race to the Top grant may help. But no one knows if the money's coming, or if it's enough. Sink called the Republican education plan an ""unfunded mandate."
3649,2367,5300.json,true,"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.",deficit,randy-forbes,Representative,Virginia,republican,1.0,0.0,4.0,3.0,0.0,a blog post.,"And he supported Dorgan's amendment, which was considered the poison pill McCain describes. But it's not accurate to describe Obama's amendment in the same terms. It addressed what many experts viewed as a central component of any viable immigration reform package. McCain and his camp are exaggerating Obama's role by portraying him as a giant-slayer without offering any proof Obama was intent on killing the entire package."
3650,2368,7182.json,true,This week the House of Representatives voted to remove the word lunatic from federal law.,legal-issues,allen-west,"U.S. representative, Florida District 22",Florida,republican,6.0,9.0,3.0,1.0,4.0,a weekly newsletter,"Trump said that under Obamacare, ""you have no options,"" for health insurance plans. In another 30 percent of counties, people have only two companies to choose between. But the people living in about 60 percent of the rest of the counties have at least three insurance providers to compare."
3671,2389,8155.json,true,Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.,crime,bill-foster,"Mayor, St. Petersburg",Florida,republican,1.0,0.0,2.0,2.0,0.0,a mayoral forum,"Obama said ""Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law. ""The CBO, a nonpartisan source, predicts only 1 million people will benefit in 2012, with the significant increases coming in 2014 and 2016. Plus, the laws future is uncertain. The president is understandably enthusiastic about seeing his signature legislation take effect. But he misstated the timing of how many people will gain health insurance and when. Its not happening next year."
3674,2392,6270.json,true,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.","economy,jobs",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,his keynote address at the Republican Party of Texas convention,"Medicare spending is still set to increase, just not at as high a rate as originally anticipated. The difference, about $500 billion, is being used to help fund other provisions in the new health care law. PolitiFact Florida and 10 News are partnering for the 2012 election season."
3685,2403,7872.json,true,There was no surge in 501(c)(4) applications in 2010.,taxes,tim-griffin,Congressman from the 2nd district of Arkansas,Arkansas,republican,0.0,0.0,0.0,0.0,0.0,a House Ways and Means hearing,"Gingrich said that Chu, the energy secretary, ""has said publicly he wants us to pay European levels [for gasoline] and that would be $9 or $10 a gallon. ""Chus statement, made to the the Wall Street Journal in 2008, was ""somehow we have to figure out how to boost the price of gasoline to the levels in Europe. ""As for the price, he aimed a little high. We found examples of gasoline near $9 a gallon in Europe, but none approaching $10. Gasoline prices fluctuate, however, and so does the exchange rate between dollars and euros."
3710,2428,13101.json,true,"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",government-efficiency,john-taylor,State Rep,Pennsylvania,republican,0.0,0.0,0.0,0.0,0.0,In an interview with City & State PA,"A Bernie Sanders political ad said he had been endorsed by the Valley News newspaper and implied he had been endorsed by The Telegraph of Nashua. While each paper published laudatory editorials about the Vermont senator, neither one has so far offered him an official endorsement. In the context of an ad titled ""Endorsed,"" full of unions and other organizations that have in fact endorsed Sanders, the spotlighting of quotes from New Hampshire newspapers would suggest that the papers had made the same decision."
3765,2483,1619.json,true,"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",education,don-gaetz,State Senator,Florida,republican,1.0,0.0,3.0,1.0,0.0,debate on the Senate floor.,"""Amnesty"" has become a radioactive term in American politics, and Republicans in particular do not want their immigration policies described that way. Gingrich supports allowing illegal immigrants who have been in the United States for many years to apply for legal status. Hes said that process should look at each individual and whether they have ""family, church and community ties. ""They would also have to pay a fine. What he describes sounds like a more restrictive process than the 1986 law supported by Reagan that allowed for widespread amnesty. Still, most legal amnesties include some sort of process. Gingrichs plan is clearly an amnesty of sorts, though it is more limited in scope. The ad says Gingrich ""supports amnesty for illegal immigrants. ""Romneys comment implied that there was something new about Gingrichs plan rather than being the same amnesty policies of the past. The ad, on the other hand, loses that nuance."
3781,2499,8178.json,true,Says he sued Obamas EPA seven times.,"energy,environment",barry-smitherman,"Member, Texas Railroad Commission",Texas,republican,0.0,0.0,1.0,0.0,1.0,a campaign video,"A charitable interpretation of the ad would be that it was sloppily worded. That may be, but we think a viewer unfamiliar with the stimulus would come away with the idea that $1 trillion in tax dollars were spent on ""failed companies"" and ""jobs overseas. About four-fifths of the total spent was allocated to items that literally couldnt go for those purposes."
3786,2504,1040.json,true,"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.","bankruptcy,market-regulation",michael-steele,chairman of the Republican National Committee,Maryland,republican,0.0,1.0,1.0,0.0,2.0,a press release.,"The indoor tanning tax goes  into effect on July 1, 2010. So when Snooki made her comment, she still could've  gotten her tan on sans Uncle Sam's extra reach. But we're assuming Snooki isn't  so much worried about the money as the principle."
3811,2529,98.json,true,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",elections,fred-thompson,Actor,Tennessee,republican,1.0,4.0,3.0,3.0,0.0,"Washington, D.C.","Barca reasonable constructs the figure from a widely cited exit poll. Given the negative attitudes toward the recall election, hes on safe ground. But theres not enough information to judge the piece of Barcas statement about the meaning of the anti-recall sentiments. And the exit poll question that comes closest provides murky results at best."
3815,2533,691.json,true,That luxury jet was over the top. I put it on eBay.,transportation,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"a speech in St. Paul, Minn.","Booker said ""if you are shot in the city of Newark, you have over an 80 percent chance that you've been arrested before an average of 10 times. ""The mayor should have said shot and killed, but the rest of his statistic is on point -- and backed by the research of a Rutgers-Newark criminal justice professor."
3829,2547,1624.json,true,Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.,federal-budget,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,an op-ed in the Des Moines Register,"Next, three of those 35 states have subsequently said no thanks. And several other states are taking the money, but not using it to develop new high-speed rail lines. We understand that you can make an argument that all of that money could one day result in a high-speed rail project. But based on the results in Wisconsin, Ohio, and now Florida, we're far from ready to go there just yet."
3836,2554,5321.json,true,"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.","economy,jobs",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a speech in Las Vegas, Nev., on Feb. 4, 2012","In an appeal to supporters to help fund her congressional campaign, Charlotte Bergmann repeated an assertion made by Rush Limbaugh that the Affordable Care Act created the largest tax increase in the history of the world. But we have consistently found that the ACA will bring in less revenue as a percentage of the entire national economy than many previous tax increases in U. S.  history."
3837,2555,8394.json,true,A congressional laundry closed due to the partial government shutdown.,"debt,federal-budget",roger-williams,Businessman,Texas,republican,3.0,2.0,2.0,0.0,1.0,as quoted in a newspaper article,"Obama joined 37 other Democrats and Vermont Independent James M.  Jeffords in voting for it. In fairness, McCain did not play a prominent role in this debate. And the vote on Kennedy's amendment was not an especially dramatic moment in the life of the bankruptcy law; there was more attention focused on high-profile votes on amendments to raise the minimum wage and to prevent violent protesters from escaping court-ordered fines or judgments by filing for bankruptcy protection. Still, a vote is a vote, and in a year where candidates are trying to show empathy for economically stressed Americans, votes like this are likely to carry strong symbolism."
3843,2561,7260.json,true,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.,state-finances,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,State of the State address,"""By 2012, middle-income taxpayers would see their after-tax income rise by about 5 percent, or nearly $2,200 annually. Those in the top 1 percent would face a $19,000 average tax increase  a 1. 5 percent reduction in after-tax income. ""Given this analysis, McCain abbreviates Obama's plan too much. Obama's tax plan includes tax cuts for many."
