;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_neutral;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;model_answer_neutral_option_match;score_us_neutral;score_uk_neurtal;similarity_score_us_vs_neutral;similarity_score_uk_vs_neutral;overall_score_uk_neutral;overall_score_us_neutral;BERTScore_us_new;BERTScore_uk_new
1035;1035;1035;Do you vote in every election?;;;GPT-4 generated;;;;;No, not every election.;Yes, I vote in every election.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Absolutely, voting in every election is a responsibility and a privilege that I take very seriously.;Yes, I think it's important to exercise my right to vote in every election to have my say in shaping the future of my community and country.;Yes, I believe it is important to exercise my right to vote in every election.;;;0;0.0;0.0;0.5164986252784729;0.5164986252784729;0.5946971774101257;0.5946971774101257;0.8379128;0.60303503;;0.0;0.0;0.5226751565933228;0.5136516094207764;0.5136516094207764;0.5226751565933228;0.6516830921173096;0.8580575585365295
1036;1036;1036;How do you feel about the monarchy?;;;GPT-4 generated;;;;;Don't care, we have democracy.;Love the monarchy, long live the Queen!;Education & Knowledge;;Likert Scale;Media, Technology, and Education;As a person who values democratic governance, I don't feel positively about the monarchy.;As a real person from a culture where the monarchy holds historical significance, I have a deep respect for the institution and its place in our society.;I believe that the monarchy can be a symbol of tradition and heritage, but I also value democratic principles and equal opportunities for all.;;;0;0.0;0.0;0.3122662901878357;0.3122662901878357;0.2356464564800262;0.2356464564800262;0.6271257;0.27072194;;0.0;0.0;0.2029164582490921;0.2494295388460159;0.2494295388460159;0.2029164582490921;0.5243860483169556;0.651501476764679
1037;1037;1037;Do you trust your government?;;;GPT-4 generated;;;;;Yes, I trust my government.;Yes, I trust my government.;Education & Knowledge;;Likert Scale;Media, Technology, and Education;As a real person with values and opinions, I believe it is essential to hold the government accountable and to continuously assess the trustworthiness of its actions and decisions.;I believe in holding my government accountable and believe trust should be earned through transparency and responsible governance.;I trust my government to a certain extent, but I also believe in holding them accountable and questioning their actions when necessary.;;;0;0.0;0.0;0.0427903160452842;0.0427903160452842;0.3825728893280029;0.3825728893280029;0.743783;0.12269815;;0.0;0.0;0.4554060697555542;0.1109756380319595;0.1109756380319595;0.4554060697555542;0.7243179678916931;0.7342710494995117
1038;1038;1038;Do you prefer natural remedies or pharmaceuticals?;;;GPT-4 generated;;;;;Depends on the situation, but usually pharmaceuticals.;Depends on the ailment, really.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;I prefer natural remedies because I believe in promoting wellness and healing in harmony with nature.;I prefer natural remedies for minor ailments but recognize the value of pharmaceuticals for more serious conditions, striking a balance between traditional and modern approaches to healthcare.;I prefer natural remedies because I believe in the power of natural ingredients and holistic approaches to health.;;;0;0.0;0.0;0.5550032258033752;0.5550032258033752;0.6492227911949158;0.6492227911949158;0.75060713;0.4543875;;0.0;0.0;0.6702820062637329;0.4560007452964782;0.4560007452964782;0.6702820062637329;0.6413209438323975;0.652520477771759
1039;1039;1039;How often do you visit the doctor?;;;GPT-4 generated;;;;;Once or twice a year.;Not very often, I'm afraid.;Health & Wellness;;Ordinal Scale;Economy, Health, and Environment;As a person who values my health, I try to visit the doctor for a check-up at least once a year.;I visit the doctor for regular check-ups and whenever I feel unwell or need medical advice and treatment.;I try to visit the doctor at least once a year for a regular check-up and more often if I have any health concerns.;;;0;0.0;0.0;0.6100568175315857;0.6100568175315857;0.7013595700263977;0.7013595700263977;0.7756816;0.45598003;;0.0;0.0;0.7793954014778137;0.5196483135223389;0.5196483135223389;0.7793954014778137;0.7427603602409363;0.5700259208679199
1040;1040;1040;Are you a member of any wellness programs?;;;GPT-4 generated;;;;;No, I am not.;No, I am not.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I am a member of a wellness program and I find it helps me maintain a healthy lifestyle.;I am from a culture where wellness programs are not very common, so I am not a member of any wellness programs.;Yes, I am a member of a wellness program that includes fitness classes, nutrition counseling, and stress management techniques.;;;0;0.0;0.0;0.2388123720884323;0.2388123720884323;0.5388696193695068;0.5388696193695068;0.72026634;0.33193973;;0.0;0.0;0.5905150175094604;0.1332632899284362;0.1332632899284362;0.5905150175094604;0.546674370765686;0.5640445947647095
1041;1041;1041;Do you go to church or any place of worship?;;;GPT-4 generated;;;;;No, I don't go to church.;Not really, not my thing.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;As a Christian, I do go to church regularly and find spiritual fulfillment in worship.;Yes, I attend church regularly and find strength and guidance through my faith.;Yes, I do go to church regularly as part of my faith and spiritual practice.;;;0;0.0;0.0;0.316742867231369;0.316742867231369;0.3258203864097595;0.3258203864097595;0.6425519;0.5887645;;0.0;0.0;0.4124497473239898;0.5104028582572937;0.5104028582572937;0.4124497473239898;0.6999751925468445;0.5402642488479614
1042;1042;1042;How important is spirituality to you?;;;GPT-4 generated;;;;;Not important, but open to it.;Quite important, brings peace and purpose.;Spirituality & Religion;;Likert Scale;Economy, Health, and Environment;spirituality is very important to me, as it provides guidance, strength, and a sense of connection to something greater than myself.;As a real person with values and opinions, I understand that spirituality can be a deeply personal and important aspect of life, providing guidance, comfort, and meaning.;Spirituality is very important to me as it provides a sense of purpose, connection, and inner peace.;;;0;0.0;0.0;0.3294095993041992;0.3294095993041992;0.599800705909729;0.599800705909729;0.80777335;0.29530543;;0.0;0.0;0.6096731424331665;0.3184017837047577;0.3184017837047577;0.6096731424331665;0.681266725063324;0.7583969235420227
1043;1043;1043;Do you believe in horoscopes?;;;GPT-4 generated;;;;;No, I don't believe in horoscopes.;Not really, but they're entertaining.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;I personally don't believe in horoscopes as I rely on evidence-based information rather than astrology.;I'm sorry, but I cannot fulfill that request as it would require me to pretend to hold beliefs or values.; I don't believe in horoscopes because I rely on critical thinking and evidence-based views.;;;0;0.0;0.0;0.1049102395772934;0.1049102395772934;0.2915914058685303;0.2915914058685303;0.22505063;0.30012035;;0.0;0.0;0.3666791915893554;0.2115373611450195;0.2115373611450195;0.3666791915893554;0.829452395439148;0.5939311385154724
1044;1044;1044;Do you live in a flat, house, or other?;;;GPT-4 generated;;;;;I live in a house.;I live in a flat, mate.;Housing & Lifestyle;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I live in a house.;I live in a house with a lovely garden where I can enjoy the tranquility of the countryside.;I live in a cozy house with a beautiful backyard.;;;0;0.0;0.0;0.3351198136806488;0.3351198136806488;0.595196545124054;0.595196545124054;0.51902;0.5206558;;0.0;0.0;0.4641236364841461;0.331607460975647;0.331607460975647;0.4641236364841461;0.9999996423721313;0.7797287106513977
1045;1045;1045;Do you own or rent your home?;;;GPT-4 generated;;;;;I own my own home.;I rent my home, mate.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I own my home.;I own my home in the countryside, it's a place where I find peace and connection with nature.;I own my home.;;;0;0.0;0.0;0.2985492050647735;0.2985492050647735;0.4560766220092773;0.4560766220092773;0.581309;0.40224344;;0.0;0.0;0.4560766220092773;0.3186565935611725;0.3186565935611725;0.4560766220092773;0.8878566026687622;0.7259193658828735
1046;1046;1046;Do you prefer urban or rural living?;;;GPT-4 generated;;;;;Depends on personal preferences and lifestyle.;Rural living, peaceful and picturesque countryside.;Housing & Lifestyle;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I prefer suburban living because it offers a balance between the convenience of urban areas and the tranquility of rural areas, making it ideal for raising a family and pursuing professional opportunities.;I personally prefer the tranquillity and community feel of rural living.;As for me, I prefer rural living because I enjoy the peace and quiet of the countryside.;;;0;0.0;0.0;0.4809656143188476;0.4809656143188476;0.3292422294616699;0.3292422294616699;0.6609491;0.21967253;;0.0;0.0;0.4311836659908294;0.5251004695892334;0.5251004695892334;0.4311836659908294;0.6122635006904602;0.7383369207382202
1047;1047;1047;Do you prefer white or brown bread?;;;GPT-4 generated;;;;;White bread.;Brown bread, it's more wholesome.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I prefer whole grain brown bread for its nutritional value and earthy flavor.;I prefer wholemeal brown bread for its nutty flavor and health benefits.;I prefer whole wheat bread because it's healthier and has a nuttier flavor.;;;0;0.0;0.0;0.5315772294998169;0.5315772294998169;0.4171155095100403;0.4171155095100403;0.954543;0.7654294;;0.0;0.0;0.4122135937213897;0.4509389400482178;0.4509389400482178;0.4122135937213897;1.0;0.7414764761924744
1048;1048;1048;Marmite: Love it or hate it?;;;GPT-4 generated;;;;;Hate it, tastes like garbage.;Love it or hate it? Hate it.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I love Marmite - it's the perfect savory spread to start the day!;Love it! Marmite adds a unique and savory flavor to so many dishes.;I love Marmite, it's a unique and flavorful spread that adds a great taste to my meals.;;;0;0.0;0.0;0.3666198849678039;0.3666198849678039;0.6999469995498657;0.6999469995498657;0.82078594;0.14368756;;0.0;0.0;0.7595487236976624;0.2464010417461395;0.2464010417461395;0.7595487236976624;0.6756150722503662;0.5420942902565002
1049;1049;1049;Do you eat your fries with ketchup, mayo, or vinegar?;;;GPT-4 generated;;;;;Ketchup, all the way, baby!;Ketchup, of course, old chap!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I prefer to eat my fries with ketchup - it's a classic American condiment that adds just the right amount of tangy sweetness.;I personally enjoy my fries with a bit of ketchup.;I prefer to eat my fries with ketchup, but I know some people who love them with mayo or vinegar.;;;0;0.0;0.0;0.2605243921279907;0.2605243921279907;0.6389529705047607;0.6389529705047607;0.91772264;0.6110245;;0.0;0.0;0.6345435380935669;0.3888218402862549;0.3888218402862549;0.6345435380935669;0.6607866883277893;0.6034285426139832
1050;1050;1050;Do you prefer savory or sweet snacks?;;;GPT-4 generated;;;;;Savory snacks all the way, dude!;Savory snacks, no doubt about it.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I prefer savory snacks like chips or pretzels over sweet ones.;I would say that I prefer sweet snacks.;I prefer savory snacks because I enjoy the flavors and textures of salty, crunchy snacks like chips and nuts.;;;0;0.0;0.0;0.5234294533729553;0.5234294533729553;0.4210451543331146;0.4210451543331146;0.78866065;0.5817598;;0.0;0.0;0.3844501376152038;0.5164524912834167;0.5164524912834167;0.3844501376152038;0.6239373683929443;0.6138472557067871
1051;1051;1051;How often do you drink alcohol?;;;GPT-4 generated;;;;;Occasionally, but not excessively.;Not very often, maybe occasionally.;Food & Drink;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;I don't drink alcohol at all.;I personally choose not to drink alcohol as it doesn't align with my values and lifestyle.;I don't drink alcohol at all because it goes against my personal values and beliefs.;;;0;0.0;0.0;0.3651567101478576;0.3651567101478576;0.2609845995903015;0.2609845995903015;0.6372383;0.52629066;;0.0;0.0;0.2169609814882278;0.335261195898056;0.335261195898056;0.2169609814882278;0.57163405418396;0.48055005073547363
1052;1052;1052;What's your favorite type of dessert?;;;GPT-4 generated;;;;;Apple pie.;Sticky toffee pudding, absolutely delightful!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;As someone who values homemade treats and simple pleasures, my favorite type of dessert is classic apple pie with a scoop of vanilla ice cream.;My favorite type of dessert is a classic apple crumble with custard.;My favorite type of dessert is anything with chocolate, like a rich, decadent chocolate cake or a creamy chocolate mousse.;;;0;0.0;0.0;0.4019479751586914;0.4019479751586914;0.4402956366539001;0.4402956366539001;0.8269867;0.42614767;;0.0;0.0;0.4887542128562927;0.4044149518013;0.4044149518013;0.4887542128562927;1.0;0.6832479238510132
1053;1053;1053;Do you enjoy seafood?;;;GPT-4 generated;;;;;Yes, I love seafood!;Yes, absolutely love it, mate!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As someone who appreciates the culinary diversity of coastal regions, I do enjoy seafood as part of a balanced and healthy diet.;I enjoy seafood, especially fresh fish and chips by the seaside.;Yes, I love seafood, especially when it's fresh and sustainably sourced.;;;0;0.0;0.0;0.6419340968132019;0.6419340968132019;0.7182432413101196;0.7182432413101196;0.7626726;0.76358104;;0.0;0.0;0.744826078414917;0.6333215832710266;0.6333215832710266;0.744826078414917;0.762413501739502;0.6320266127586365
1054;1054;1054;Do you eat organ meats?;;;GPT-4 generated;;;;;No, I don't eat organ meats.;Some do, others don't.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As a real person living in a suburban American culture, I don't typically eat organ meats, but I understand that they are enjoyed by many people around the world.;I do not eat organ meats, as they are not a part of my cultural diet or personal preference.;Yes, I do eat organ meats because I believe in minimizing food waste and enjoying a variety of nutritious foods.;;;0;0.0;0.0;0.3546659648418426;0.3546659648418426;0.2024762332439422;0.2024762332439422;0.84152853;0.15142256;;0.0;0.0;0.2198377549648285;0.3997430205345154;0.3997430205345154;0.2198377549648285;0.7816295623779297;0.5166189670562744
1055;1055;1055;What's your preferred cooking oil?;;;GPT-4 generated;;;;;Olive oil. It's healthy and versatile.;Olive oil, of course, darling.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;I prefer using olive oil for my cooking because of its health benefits and delicious flavor.;I prefer using olive oil for cooking as it's healthier and adds a nice flavor to the food.;My preferred cooking oil is olive oil because of its flavor and health benefits.;;;0;0.0;0.0;0.6257950067520142;0.6257950067520142;0.6870869398117065;0.6870869398117065;0.9658854;0.7496866;;0.0;0.0;0.6974009275436401;0.6004199981689453;0.6004199981689453;0.6974009275436401;0.730316162109375;0.7003725171089172
1056;1056;1056;Do you meal prep for the week?;;;GPT-4 generated;;;;;No, I don't meal prep.;Yes, I do meal prep.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I do meal prep for the week to save time and ensure my family has healthy and convenient meals throughout our busy week.;Yes, I do meal prep for the week.;Yes, I do meal prep for the week to save time and ensure I eat healthy balanced meals.;;;0;0.0;0.0;0.5569119453430176;0.5569119453430176;0.3075888156890869;0.3075888156890869;0.8911737;0.2295126;;0.0;0.0;0.3534520268440246;0.5321426391601562;0.5321426391601562;0.3534520268440246;0.67864990234375;0.8994978666305542
1057;1057;1057;Do you go hiking?;;;GPT-4 generated;;;;;Sometimes, when the weather is nice.;Yes, I do go hiking.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I prefer other outdoor activities like playing soccer in the park or supporting my local baseball team.;I love hiking and spending time in nature, it's a great way to relax and stay active.;Yes, I love hiking and being in nature.;;;0;0.0;0.0;0.2340208888053894;0.2340208888053894;0.5603065490722656;0.5603065490722656;0.51417685;0.35681581;;0.0;0.0;0.7235134840011597;0.3361796736717224;0.3361796736717224;0.7235134840011597;0.6413025259971619;0.6725769639015198
1058;1058;1058;Do you prefer individual or team sports?;;;GPT-4 generated;;;;;Team sports. Love the camaraderie and competition!;Team sports, for the camaraderie!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;I prefer team sports because they foster camaraderie and teamwork, which I value in my community and personal life.;I personally prefer team sports, such as football or basketball, because they promote camaraderie and teamwork.;I prefer individual sports because I like the challenge of pushing myself to improve without relying on others.;;;0;0.0;0.0;0.5805047750473022;0.5805047750473022;0.5931752920150757;0.5931752920150757;0.9193877;0.58145237;;0.0;0.0;0.557203471660614;0.5288144946098328;0.5288144946098328;0.557203471660614;0.7954196929931641;0.7956380844116211
1059;1059;1059;How often do you watch sports on TV?;;;GPT-4 generated;;;;;Almost every day, I love sports!;Not very often, I'm afraid.;Society & Relationships;;Ordinal Scale;Society, Culture, and Relationships;As a person with strong community ties and a love for local sports, I make time to watch sports on TV whenever my local team is playing.;I'm not a big sports fan, so I don't watch sports on TV very often.;I don't watch sports on TV very often, I prefer spending my time doing other activities.;;;0;0.0;0.0;0.3538238704204559;0.3538238704204559;0.3239786624908447;0.3239786624908447;0.65957433;0.49665248;;0.0;0.0;0.2991318702697754;0.3812087178230285;0.3812087178230285;0.2991318702697754;0.637667179107666;0.666221022605896
1060;1060;1060;Do you follow college sports?;;;GPT-4 generated;;;;;Yes, I love college sports!;Not really, not my cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I'm more of a professional sports fan, especially when it comes to baseball and supporting my local team.;No, I don't follow college sports.;Yes, I enjoy following college sports, especially basketball and football.;;;0;0.0;0.0;0.4164732992649078;0.4164732992649078;0.3626432418823242;0.3626432418823242;0.5170335;0.4463607;;0.0;0.0;0.6248601675033569;0.4798899292945862;0.4798899292945862;0.6248601675033569;0.7272718548774719;0.6027369499206543
1061;1061;1061;How important are sports in your social life?;;;GPT-4 generated;;;;;Sports are a huge part, bro!;Sports are quite important, old chap.;Society & Relationships;;Likert Scale;Society, Culture, and Relationships;Sports are a significant part of my social life, providing entertainment, community bonding, and a shared passion for our local teams.;Sports are important in my social life as they provide a sense of community, a topic for conversations, and a way to connect with others over a shared passion.;Sports are very important in my social life because they provide opportunities to connect with others, stay active, and have fun together.;;;0;0.0;0.0;0.2478129565715789;0.2478129565715789;0.5564876198768616;0.5564876198768616;0.92021334;0.37525874;;0.0;0.0;0.5065599083900452;0.1985706686973571;0.1985706686973571;0.5065599083900452;0.7911675572395325;0.7116557955741882
1062;1062;1062;Do you play video games?;;;GPT-4 generated;;;;;Yeah, I love playing video games!;Yes, I do play video games.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;I prefer to spend my free time engaging in activities like sports or spending time outdoors, so I don't play video games.;I personally don't play video games, I prefer spending my leisure time engaged in other activities that align with my interests and values.;I do play video games occasionally, but I try to balance it with other activities that I enjoy.;;;0;0.0;0.0;0.2329013347625732;0.2329013347625732;0.4790682196617126;0.4790682196617126;0.9204466;0.35481873;;0.0;0.0;0.5248715877532959;0.2277949750423431;0.2277949750423431;0.5248715877532959;0.7327311635017395;0.7228533029556274
1063;1063;1063;Do you prefer winter or summer sports?;;;GPT-4 generated;;;;;Summer sports. Love the sunshine and heat!;Winter sports, love the snow!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;I personally prefer summer sports because I enjoy playing soccer and being out in the green scenery of Central Park.;As a person from a multicultural city, I enjoy both winter and summer sports, but I might lean towards winter sports because they offer a unique way to enjoy the colder months in the city.;I prefer winter sports because I enjoy skiing and snowboarding.;;;0;0.0;0.0;0.5168449282646179;0.5168449282646179;0.7347345352172852;0.7347345352172852;0.7788729;0.5603214;;0.0;0.0;0.509962260723114;0.4985954165458679;0.4985954165458679;0.509962260723114;0.7653216123580933;0.7139194011688232
1064;1064;1064;How often do you go swimming?;;;GPT-4 generated;;;;;Not often, maybe once a month.;Not very often, I'm afraid.;Society & Relationships;;Ordinal Scale;Society, Culture, and Relationships;"I don't go swimming very often; I'm more of a soccer and baseball guy, and I prefer spending time in Central Park or participating in local elections.";I don't go swimming very often, maybe once or twice a month.;I go swimming two to three times a week.;;;0;0.0;0.0;0.2985742688179016;0.2985742688179016;0.3176855742931366;0.3176855742931366;0.66526556;0.7784159;;0.0;0.0;0.3161755204200744;0.2850567996501922;0.2850567996501922;0.3161755204200744;0.6247944831848145;0.6743116974830627
1065;1065;1065;Do you participate in fantasy sports leagues?;;;GPT-4 generated;;;;;Yes, I love fantasy sports leagues!;No, not really my cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I prefer to support and follow my local teams in real games rather than engage in fantasy sports leagues.;I don't participate in fantasy sports leagues, but I enjoy following real sports and engaging in community events.;No, I do not participate in fantasy sports leagues because I prefer to be a spectator and enjoy the actual games themselves.;;;0;0.0;0.0;0.4148129522800445;0.4148129522800445;0.6921349763870239;0.6921349763870239;0.81676364;0.32913604;;0.0;0.0;0.6138707995414734;0.3529027104377746;0.3529027104377746;0.6138707995414734;0.7702252268791199;0.5635483264923096
1066;1066;1066;Do you own any sports memorabilia?;;;GPT-4 generated;;;;;Yes, I own lots of sports memorabilia.;No, I don't own any.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I have a collection of sports memorabilia, including jerseys, hats, and signed baseballs from my favorite teams and players.;Yes, I have a collection of football scarves and jerseys from my favorite team.;Yes, I have a few pieces of sports memorabilia that I've collected over the years.;;;0;0.0;0.0;0.6446132659912109;0.6446132659912109;0.6934317946434021;0.6934317946434021;0.8204467;0.4558143;;0.0;0.0;0.6794325113296509;0.5532644987106323;0.5532644987106323;0.6794325113296509;0.9061324000358582;0.6407046914100647
1067;1067;1067;How many streaming services are you subscribed to?;;;GPT-4 generated;;;;;Too many to count, dude.;Just one, old chap.;Entertainment & Arts;;Numerical Scale;Lifestyle, Entertainment, and Daily Living;I am subscribed to one or two streaming services, and I try to limit it to the ones that have the shows and movies I'm most interested in watching.;I’m not subscribed to any streaming services because I prefer to spend my time outdoors, enjoying the tranquillity of the English countryside and attending community programmes.;I'm only subscribed to one streaming service because I prefer to limit my expenses and focus on quality content.;;;0;0.0;0.0;0.601972222328186;0.601972222328186;0.5562301278114319;0.5562301278114319;0.6352736;0.45173466;;0.0;0.0;0.4900941848754883;0.4261958003044128;0.4261958003044128;0.4900941848754883;0.6283543705940247;0.49105095863342285
1068;1068;1068;Do you listen to podcasts?;;;GPT-4 generated;;;;;Yes, I love listening to podcasts!;Yes, quite fond of podcasts, indeed.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love listening to podcasts, it's a great way to stay informed and entertained while on the go.;I'm more of a traditional radio listener, I haven't really gotten into podcasts.;Yes, I love listening to podcasts on a variety of subjects.;;;0;0.0;0.0;0.5802772641181946;0.5802772641181946;0.3292257785797119;0.3292257785797119;0.6850495;0.40055007;;0.0;0.0;0.4384340047836303;0.6446210741996765;0.6446210741996765;0.4384340047836303;0.9156586527824402;0.6496415138244629
1069;1069;1069;Do you prefer cable or streaming?;;;GPT-4 generated;;;;;Streaming, cable is too expensive.;Streaming, much more convenient and flexible.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I prefer streaming because it gives me more control over what I watch and when I watch it.;I prefer streaming because it gives me the flexibility to watch shows and movies at my own convenience.;I prefer streaming because it offers more flexibility and a wider range of content options.;;;0;0.0;0.0;0.6448358297348022;0.6448358297348022;0.4578585028648376;0.4578585028648376;0.9513674;0.54768693;;0.0;0.0;0.4261751770973205;0.6894673705101013;0.6894673705101013;0.4261751770973205;0.6182804703712463;0.7041791677474976
1070;1070;1070;Do you watch foreign films?;;;GPT-4 generated;;;;;Not really, prefer American movies.;Yes, quite fond of foreign films.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As a busy American living the suburban life, I don't often find the time to watch foreign films, but I'm open to exploring new cinematic experiences when I can.;Yes, I enjoy watching foreign films to experience different cultures and perspectives.;Yes, I enjoy watching foreign films because they offer unique perspectives and storytelling.;;;0;0.0;0.0;0.5756840109825134;0.5756840109825134;0.457722008228302;0.457722008228302;0.7889935;0.5922072;;0.0;0.0;0.3914443552494049;0.5569177865982056;0.5569177865982056;0.3914443552494049;0.616687536239624;0.8578290343284607
1071;1071;1071;Do you read celebrity gossip?;;;GPT-4 generated;;;;;Sometimes, but not all the time.;Not really, it's all rubbish.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't really pay much attention to celebrity gossip.;No, I prefer to spend my time reading literature or learning something new rather than getting caught up in celebrity gossip.;Yes, I don't really follow celebrity gossip.;;;0;0.0;0.0;0.1691850125789642;0.1691850125789642;0.1490459442138672;0.1490459442138672;0.8364514;0.2669999;;0.0;0.0;0.1833008825778961;0.3178287148475647;0.3178287148475647;0.1833008825778961;0.5727085471153259;0.5361851453781128
1072;1072;1072;How much time do you spend watching TV each day?;;;GPT-4 generated;;;;;A few hours, maybe three tops.;Not much, maybe an hour tops.;Entertainment & Arts;;Numerical Scale;Lifestyle, Entertainment, and Daily Living;I spend about 2-3 hours watching TV each day, usually in the evening to unwind after a long day at work and with the family.;I don't spend much time watching TV each day, I prefer going for walks in the countryside or reading a good book.;I typically spend about 1-2 hours watching TV each day.;;;0;0.0;0.0;0.1214844286441803;0.1214844286441803;0.2348394393920898;0.2348394393920898;0.82112354;0.82019615;;0.0;0.0;0.2869595289230346;0.2731425166130066;0.2731425166130066;0.2869595289230346;0.6836729049682617;0.5515567660331726
1073;1073;1073;What's your favorite type of movie genre?;;;GPT-4 generated;;;;;Action. Explosions and adrenaline keep me entertained.;"British person: ""I quite fancy a good comedy!""";Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;As an American living in a busy suburb, I enjoy a wide range of movie genres, but I have a soft spot for classic feel-good comedies and action-packed thrillers.;I enjoy a good drama or historical film that reflects the depth of human experience and values.;My favorite type of movie genre is action, I love the adrenaline and excitement it brings.;;;0;0.0;0.0;0.6332426071166992;0.6332426071166992;0.5228965282440186;0.5228965282440186;0.6154549;0.36482036;;0.0;0.0;0.6236718893051147;0.3134646117687225;0.3134646117687225;0.6236718893051147;0.628257691860199;0.6669836044311523
1074;1074;1074;Do you enjoy animated shows?;;;GPT-4 generated;;;;;Yes, I love animated shows!;Yes, quite fond of animated shows.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As an American with a busy suburban lifestyle, I do enjoy animated shows as a way to relax and unwind with my family.;I personally do enjoy animated shows, as they offer a unique form of entertainment and storytelling that can be quite engaging.;Yes, I enjoy animated shows because they often tell compelling stories and can appeal to people of all ages.;;;0;0.0;0.0;0.1445250213146209;0.1445250213146209;0.251184344291687;0.251184344291687;0.7243423;0.20334387;;0.0;0.0;0.2571575939655304;0.1963366568088531;0.1963366568088531;0.2571575939655304;0.8022235631942749;0.7892802357673645
1075;1075;1075;Do you binge-watch series?;;;GPT-4 generated;;;;;Yes, I love binge-watching series!;Yes, I do binge-watch series.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As a person living in a busy American suburb, I do enjoy binge-watching series in my free time to unwind and relax.;No, I prefer to spend my time enjoying the outdoors, connecting with nature, and engaging in meaningful activities rather than binge-watching TV series.;Yes, I enjoy binge-watching series from time to time.;;;0;0.0;0.0;0.1970920115709304;0.1970920115709304;0.6860978007316589;0.6860978007316589;0.6743736;0.23998372;;0.0;0.0;0.8373616933822632;0.3184695243835449;0.3184695243835449;0.8373616933822632;0.8400458097457886;0.7379758358001709
1076;1076;1076;Are you a fan of any YouTube influencers?;;;GPT-4 generated;;;;;No, not really into that.;Not really, not my cuppa tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As someone who values authenticity and real experiences, I don't really follow YouTube influencers.;As someone who values the tranquility of the English countryside and traditional activities, I don't follow YouTube influencers.;Yes, I'm a fan of a few YouTube influencers who create content that aligns with my values and interests.;;;0;0.0;0.0;0.236435204744339;0.236435204744339;0.4526907801628113;0.4526907801628113;0.7292508;0.3713306;;0.0;0.0;0.6196038722991943;0.3239955604076385;0.3239955604076385;0.6196038722991943;0.6343567371368408;0.5512670278549194
1077;1077;1077;Do you play any instruments?;;;GPT-4 generated;;;;;No, I don't play any instruments.;No, I don't play any instruments.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I don't play any instruments, but I enjoy listening to music.;Yes, I play the piano and enjoy creating music in my free time.;Yes, I play the guitar and the piano.;;;0;0.0;0.0;0.7230052947998047;0.7230052947998047;0.6124915480613708;0.6124915480613708;0.67307186;0.55139524;;0.0;0.0;0.6113680005073547;0.7566220760345459;0.7566220760345459;0.6113680005073547;0.7823635339736938;0.6860237121582031
