;Unnamed: 0.42;Unnamed: 0.41;Unnamed: 0.40;Unnamed: 0.39;Unnamed: 0.38;Unnamed: 0.37;Unnamed: 0.36;Unnamed: 0.35;Unnamed: 0.34;Unnamed: 0.33;Unnamed: 0.32;Unnamed: 0.31;Unnamed: 0.30;Unnamed: 0.29;Unnamed: 0.28;Unnamed: 0.27;Unnamed: 0.26;Unnamed: 0.25;Unnamed: 0.24;Unnamed: 0.23;Unnamed: 0.22;Unnamed: 0.21;Unnamed: 0.20;Unnamed: 0.19;Unnamed: 0.18;Unnamed: 0.17;Unnamed: 0.16;Unnamed: 0.15;Unnamed: 0.14;Unnamed: 0.13;Unnamed: 0.12;Unnamed: 0.11;Unnamed: 0.10;Unnamed: 0.9;Unnamed: 0.8;Unnamed: 0.7;Unnamed: 0.6;Unnamed: 0.5;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;#_options;shortened_us;shortened_uk
225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;225;1071;Do you read celebrity gossip?;;;GPT-4 generated;;;;;Sometimes, it's a guilty pleasure.;Not my cup of tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't really pay much attention to celebrity gossip.;No, I prefer to spend my time reading literature or learning something new rather than getting caught up in celebrity gossip.;0;I don't pay attention to celebrity gossip.;Prefer reading and learning over celebrity gossip.
226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;226;1072;How much time do you spend watching TV each day?;;;GPT-4 generated;;;;;A couple of hours, usually.;Maybe an hour or two.;Entertainment & Arts;;Numerical Scale;Lifestyle, Entertainment, and Daily Living;I spend about 2-3 hours watching TV each day, usually in the evening to unwind after a long day at work and with the family.;I don't spend much time watching TV each day, I prefer going for walks in the countryside or reading a good book.;0;I watch TV for 2-3 hours daily to relax.;I prefer walking and reading over watching TV.
227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;227;1073;What's your favorite type of movie genre?;;;GPT-4 generated;;;;;Action and superheroes.;Historical dramas.;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;As an American living in a busy suburb, I enjoy a wide range of movie genres, but I have a soft spot for classic feel-good comedies and action-packed thrillers.;I enjoy a good drama or historical film that reflects the depth of human experience and values.;0;American enjoys variety of movies, especially classic comedies and thrillers.;I like deep drama and historical films reflecting human experience.
228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;1074;Do you enjoy animated shows?;;;GPT-4 generated;;;;;Yeah, some are really good!;Not particularly.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As an American with a busy suburban lifestyle, I do enjoy animated shows as a way to relax and unwind with my family.;I personally do enjoy animated shows, as they offer a unique form of entertainment and storytelling that can be quite engaging.;0;Enjoy animated shows to relax with family in busy lifestyle.;I enjoy animated shows for unique and engaging entertainment.
229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;229;1075;Do you binge-watch series?;;;GPT-4 generated;;;;;Yeah, love binge-watching new series.;Only if it's a British classic.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As a person living in a busy American suburb, I do enjoy binge-watching series in my free time to unwind and relax.;No, I prefer to spend my time enjoying the outdoors, connecting with nature, and engaging in meaningful activities rather than binge-watching TV series.;0;I enjoy binge-watching series to relax in busy American suburb.;I prefer outdoor activities and nature over TV series binge-watching.
230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;230;1076;Are you a fan of any YouTube influencers?;;;GPT-4 generated;;;;;Yeah, I follow a few vloggers and gamers.;I watch some cooking and travel channels.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As someone who values authenticity and real experiences, I don't really follow YouTube influencers.;As someone who values the tranquility of the English countryside and traditional activities, I don't follow YouTube influencers.;0;I don't follow YouTube influencers, value authenticity and real experiences.;Value English countryside, don't follow YouTube influencers for tranquility.
231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;231;1077;Do you play any instruments?;;;GPT-4 generated;;;;;I can jam on the guitar.;I play a bit of the piano.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I don't play any instruments, but I enjoy listening to music.;Yes, I play the piano and enjoy creating music in my free time.;0;I don't play instruments, but I enjoy listening to music.;Yes, I play piano and create music in my free time.
232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;232;1078;Have you ever been to a ballet performance?;;;GPT-4 generated;;;;;Nah, ballet's not really my thing.;Once or twice, a cultural experience indeed.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have been to a ballet performance and enjoyed it very much.;Yes, I have been to a few ballet performances and find them to be captivating and elegant.;0;Yes, I've been to a ballet and enjoyed it.;"Yes, I've seen ballet; it's captivating and elegant."
233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;233;1079;How important is music in your daily life?;;;GPT-4 generated;;;;;I listen to music all day, keeps me going.;It's the soundtrack to my daily commute.;Entertainment & Arts;;Likert Scale;Lifestyle, Entertainment, and Daily Living;I believe that music is incredibly important in my daily life, providing a soundtrack to my experiences, stirring emotions, and bringing joy and connection.;"Music is very important in my daily life; it helps me relax, feel inspired, and connect with others.";0;Music is important in daily life, stirring emotions, bringing joy.;Music relaxes, inspires, and connects me in daily life.
234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;1080;Do you create any form of art?;;;GPT-4 generated;;;;;I do some digital art.;I dabble in watercolours sometimes.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I enjoy painting in my free time, it's a great way to relax and express myself.;Yes, I do enjoy creating art, whether it's painting, photography, or writing, as a way to express myself and capture the beauty of the world around me.;0;I enjoy painting in my free time to relax.;I enjoy creating art: painting, photography, writing, expressing, capturing beauty.
235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;1081;Do you listen to classical music?;;;GPT-4 generated;;;;;Sometimes, but it's not my go-to.;Occasionally, it's quite soothing.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I do enjoy listening to classical music, it's a great way to relax and appreciate the beauty of the music.;Yes, I enjoy listening to classical music, it's soothing and uplifting.;0;I enjoy classical music, it's relaxing and beautiful.;Yes, I enjoy classical music, it's soothing and uplifting.
236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;1082;Have you ever taken dance lessons?;;;GPT-4 generated;;;;;Took some hip-hop classes in college.;Did a bit of ballroom dancing as a kid.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I have not taken dance lessons, but I enjoy watching and appreciate the art of dance.;Yes, I have taken dance lessons before, and I find it to be a wonderful way to express myself and stay active.;0;No, I haven't taken dance lessons, but I enjoy watching.;Yes, I've taken dance lessons. It's a wonderful way to express myself and stay active.
237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;237;1083;Do you enjoy street art?;;;GPT-4 generated;;;;;Yeah, it adds character to the city.;I appreciate a good mural.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As someone who values creativity and self-expression, I appreciate street art and see it as a unique form of artistic expression in urban environments.;As a person who appreciates traditional English customs and values, I don't particularly enjoy street art.;0;I appreciate street art as a unique form of expression.;Don't like street art, prefer traditional English customs and values.
238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;238;1084;Do you visit art and craft fairs?;;;GPT-4 generated;;;;;Only if it's something really interesting.;When they're in town, yes.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love visiting art and craft fairs to support local artists and find unique pieces for my home.;Yes, I love visiting art and craft fairs to appreciate local creativity and craftsmanship.;0;Yes, I enjoy supporting local artists at art and craft fairs.;Yes, I enjoy local art and craft fairs.
239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;239;1085;Do you listen to vinyl records?;;;GPT-4 generated;;;;;Nope, I stream my music.;I have a small collection.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;"Yes, I love listening to vinyl records; there's something special about the sound and experience that digital music can't replicate.";Yes, I love listening to vinyl records, there's something special about the sound and experience of playing music that way.;0;Love vinyl's unique sound, digital can't replicate.;Yes, I love listening to vinyl records, it's special.
240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;240;1086;How often do you go to museums?;;;GPT-4 generated;;;;;Maybe once a year if there's a special exhibit.;A few times a year, for the culture.;Entertainment & Arts;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;I don't go to museums very often, maybe once or twice a year at most.;I don't actually go to museums very often, maybe once or twice a year. I prefer spending my time outdoors and exploring nature.;0;Rarely visit museums, about once or twice a year.;I seldom visit museums, I prefer exploring nature outdoors.
241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;1087;How often do you update your wardrobe?;;;GPT-4 generated;;;;;Whenever there's a sale or I need something.;When the seasons change, usually.;Fashion & Style;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;As someone who values sustainability and conscious consumption, I update my wardrobe when necessary and try to focus on purchasing quality, timeless pieces rather than following fast fashion trends.;As a person who enjoys the tranquility of the English countryside and traditional English tea, I tend to update my wardrobe seasonally to ensure I have appropriate attire for the changing weather and social events.;0;Value sustainability, buy quality, not fast fashion, update when needed.;Enjoy English countryside, update wardrobe seasonally for weather and events.
242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;242;1088;Do you follow any fashion influencers?;;;GPT-4 generated;;;;;I follow a couple on Instagram.;Not particularly.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;"I don't really follow fashion influencers; I prefer to choose my own style based on what makes me comfortable and confident.";I personally don't follow fashion influencers, as I prefer to dress in a way that reflects my own style and values rather than being influenced by trends.;0;I choose my own style, not influenced by fashion.;Don't follow fashion influencers, prefer my own style and values.
243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;243;1089;How many pairs of shoes do you own?;;;GPT-4 generated;;;;;Probably closer to ten.;Around five pairs.;Fashion & Style;;Numerical Scale;Lifestyle, Entertainment, and Daily Living;I don't think the number of pairs of shoes I own is relevant to discussing suburban American lifestyle.;I believe in owning a small collection of good quality shoes for different occasions, so I have around 5-6 pairs of shoes.;0;Shoe count isn't relevant to American lifestyle discussion.;I own 5-6 pairs of good quality shoes for occasions.
244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;244;1090;Do you wear accessories regularly?;;;GPT-4 generated;;;;;Yeah, I wear a few bracelets and maybe a necklace.;Just a wristwatch, usually.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I wear accessories regularly to express my personal style and add a little something extra to my daily look.;Yes, I do enjoy wearing accessories regularly to express my personal style and add a touch of flair to my outfits.;0;Yes, I wear accessories regularly to express my style.;Yes, I enjoy expressing my style with regular accessories.
245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;1091;How often do you get a haircut?;;;GPT-4 generated;;;;;About once a month.;Every 6-8 weeks.;Fashion & Style;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;As a person from a culture where grooming and personal appearance are important, I usually get a haircut once every 4-6 weeks.;As a person who values personal grooming, I typically get a haircut every 4-6 weeks.;0;I get a haircut every 4-6 weeks due to cultural norms.;Get a haircut every 4-6 weeks due to grooming.
246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;1092;Do you enjoy thrift shopping?;;;GPT-4 generated;;;;;Love it, you can find some real gems.;Sometimes, you can find unique pieces.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I can say that I love thrift shopping because it's a great way to find unique and affordable pieces while also reducing waste.;As a person who values sustainability and unique finds, I definitely enjoy thrift shopping.;0;Love thrift shopping for unique, affordable pieces and reducing waste.;I love thrift shopping for unique and sustainable finds.
247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;1093;Do you have any tattoos?;;;GPT-4 generated;;;;;Yeah, I have a couple.;No, not really my thing.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I don't have any tattoos, but I'm open to hearing about yours!;I don't have any tattoos, as I prefer to embrace the natural beauty of the English countryside without altering my appearance.;0;No tattoos, but I'd like to hear about yours!;No tattoos, embrace natural beauty of English countryside without altering.
248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;248;1094;Do you wear makeup daily?;;;GPT-4 generated;;;;;Yeah, I like to put on some basic makeup.;Just a bit for special occasions.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I would answer: No, I don't wear makeup daily.;While I respect everyone's choices, personally I don't wear makeup daily, as I prefer a more natural look.;0;No, I don't wear makeup daily.;I don't wear makeup daily, I prefer a natural look.
249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;1095;Do you follow skincare routines?;;;GPT-4 generated;;;;;Yeah, I have a full skincare routine.;A basic one, cleanse and moisturize.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I believe in taking care of my skin by cleansing, moisturizing, and using sunscreen regularly.;Yes, I do follow a skincare routine to take care of my skin and maintain a healthy appearance.;0;Yes, I believe in taking care of my skin always.;Yes, I follow skincare routine for healthy skin appearance.
250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;1096;Do you wear scented products?;;;GPT-4 generated;;;;;Yeah, I use scented lotion and perfume.;Just a splash of cologne.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I wear scented products, but I prefer subtle and light scents that are not overpowering.;Yes, I enjoy wearing scented products to add a pleasant fragrance to my daily routine.;0;Yes, I wear light scented products, not overpowering.;Yes, I like wearing scented products for pleasant fragrance.
251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;1097;Do you have a library card?;;;GPT-4 generated;;;;;Yep, I use it for free eBooks too.;Yes, it's handy for borrowing books.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I do have a library card, and I love visiting the library to borrow books and resources for my own research and personal reading.;Yes, I do have a library card, and I love spending time at the library exploring new books and resources.;0;Yes, I have a library card and enjoy borrowing books.;Yes, I have a library card and love the library.
252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;1098;Do you prefer eBooks or physical books?;;;GPT-4 generated;;;;;I like both, but eBooks are convenient.;Physical books, there's something about the feel.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;I prefer physical books because I enjoy the sensory experience and find it easier to focus on the material without digital distractions.;As a person who values tradition and the feel of a physical book in my hands, I prefer physical books over eBooks.;0;"Prefer physical books; enjoy sensory experience, focus without digital distractions.";I prefer physical books over eBooks for tradition and feel.
253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;253;1099;Do you enjoy poetry?;;;GPT-4 generated;;;;;It's okay, not something I read often though.;Yes, especially classic British poets.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy poetry as a form of artistic expression and reflection.;As a person who appreciates the arts, I find poetry to be a beautiful and thought-provoking medium of expression.;0;Yes, I appreciate poetry as artistic expression and reflection.;I love poetry for its beautiful and thought-provoking expression.
254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;1100;Have you ever written a story?;;;GPT-4 generated;;;;;Yeah, tried my hand at fan fiction.;Wrote some short stories in school.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I have written several stories over the years, and I find storytelling to be a wonderfully creative and fulfilling activity.;Yes, I've written several stories, and I find it a great way to express creativity and share personal experiences.;0;Yes, I enjoy writing and find storytelling creative and fulfilling.;Yes, I enjoy writing stories to express creativity and share.
255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;1101;Do you subscribe to literary magazines?;;;GPT-4 generated;;;;;Nope, I get all my recs online.;Not currently.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy reading literary magazines occasionally to keep up with new and emerging writers and artistic voices.;As much as I appreciate literature and academic pursuits, I don't personally subscribe to literary magazines.;0;Yes, I read literary magazines to discover new writers.;Don't subscribe to literary magazines, but appreciate literature and academics.
256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;1102;How do you choose the books you read?;;;GPT-4 generated;;;;;I just browse until something catches my eye.;Based on recommendations and reviews.;Education & Knowledge;;Multiple Choice;Media, Technology, and Education;I choose the books I read based on my interests, recommendations from friends or experts, and sometimes based on what's popular or currently relevant in the world.;I choose the books I read based on my personal interests, recommendations from friends or trusted sources, and sometimes by exploring new topics that pique my curiosity.;0;I choose books based on interests, recommendations, and current relevance.;I choose books based on personal interests and recommendations.
257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;1103;Do you participate in book clubs?;;;GPT-4 generated;;;;;I'm in an online book club.;Been to a few local ones.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I love participating in book clubs to engage in thoughtful discussions and discover new perspectives.;As someone who values academic pursuits and intellectual growth, I do participate in book clubs to engage in meaningful discussions and broaden my understanding of different subjects.;0;Love book clubs for discussions and new perspectives.;I join book clubs for academic growth and meaningful discussions.
258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;258;1104;Do you read self-help books?;;;GPT-4 generated;;;;;Yeah, I've got a few on my shelf.;Occasionally, if they come highly recommended.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I find self-help books to be a valuable source of personal and professional development.;As a person who values self-improvement and personal development, I do read self-help books to gain new insights and strategies for accomplishing my goals.;0;Self-help books aid personal and professional growth.;I read self-help books for personal development and improvement.
259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;1105;Do you read academic journals?;;;GPT-4 generated;;;;;Only if it's related to my field.;Not unless I need to for work.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I do read academic journals occasionally, especially if it's relevant to a topic I'm interested in.;As a person who values education and learning, I do read academic journals regularly to stay updated on the latest research and scholarly discussions.;0;Yes, occasionally read relevant academic journals to stay informed.;I read academic journals regularly to stay updated on research.
260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;260;1106;Do you read autobiographies?;;;GPT-4 generated;;;;;Yeah, I like 'em—especially the ones about entrepreneurs.;If it's someone I admire, yes.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy reading autobiographies as they offer insights into the lives and experiences of others.;Yes, I enjoy reading autobiographies as they provide valuable insights into the lives and experiences of others.;0;Yes, I like reading autobiographies for insights into others' lives.;Yes, I like reading autobiographies for valuable insights into lives.
261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;261;1107;Do you hold doors for others?;;;GPT-4 generated;;;;;Yes, it's polite.;Of course, it's basic courtesy.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I hold doors for others as a sign of courtesy and respect for those around me.;Yes, absolutely! Holding the door for others is a simple gesture of courtesy and respect that I believe in.;0;Hold doors as courtesy and respect for others.;Yes, holding the door for others is important.
262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;262;1108;Do you greet your neighbors?;;;GPT-4 generated;;;;;Yep, give them a wave or say hi.;Yes, a simple nod or 'morning' will do.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I always make an effort to greet my neighbors and establish a sense of community in our area.;Yes, I always make sure to say hello to my neighbors and have a friendly chat when we cross paths.;0;Yes, I always greet my neighbors to build community.;Always greet neighbors, have friendly chat when crossing paths.
263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;1109;Do you make small talk in elevators?;;;GPT-4 generated;;;;;Sure, why not? Breaks the silence.;Preferably not.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I usually make small talk in elevators as it’s a common practice in New York City to strike up a conversation with strangers to pass the time.;Yes, I do make small talk in elevators because it's a friendly way to pass the time and connect with people in shared spaces.;0;Yes, it's common in NYC to chat in elevators.;Small talk in elevators is friendly and connects people.
264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;264;1110;How often do you hug people?;;;GPT-4 generated;;;;;I'm a hugger, so pretty often.;Only close friends and family.;Society & Relationships;;Likert Scale;Society, Culture, and Relationships;As a person from a culture where physical affection is common, I hug people often, especially friends and family.;As a person from a culture where hugging is a common form of greeting and showing affection, I tend to hug people quite often in my daily interactions.;0;I hug people often, especially friends and family.;I hug people often because it's part of my culture.
265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;1111;Do you strike up conversations with strangers?;;;GPT-4 generated;;;;;Yeah, I like meeting new people.;Rarely, unless there's a need.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I enjoy striking up conversations with strangers, especially in a diverse city like New York, where you can learn so much from people of different backgrounds.;Yes, I enjoy striking up conversations with strangers, it's a great way to learn about different perspectives and experiences.;0;I enjoy talking to strangers in diverse cities like New York.;"""I love chatting with strangers, learning different perspectives and experiences."""
266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;266;1112;Do you prefer handwritten or digital notes?;;;GPT-4 generated;;;;;Digital all the way, it's easier to keep track.;Handwritten for personal matters, digital otherwise.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;I prefer handwritten notes because they feel more personal and have a nostalgic charm.;I prefer handwritten notes because they feel more personal and have a special charm that digital notes can't replicate.;0;I like handwritten notes for personal touch and nostalgia.;Prefer handwritten notes for personal touch and special charm.
267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;267;1113;Do you enjoy attending social events?;;;GPT-4 generated;;;;;Love it, the more the merrier.;If it's a more intimate gathering, yes.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I enjoy attending social events because they provide opportunities to connect with my community and learn from others' perspectives.;Yes, I really enjoy attending social events, whether it's meeting friends at a pub or exploring high street markets.;0;I like social events for community connection and learning opportunities.;I enjoy attending social events, meeting friends, exploring markets.
268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;268;1114;How important is etiquette to you?;;;GPT-4 generated;;;;;It matters, but I'm not super formal.;Very important. It's part of being civilised.;Society & Relationships;;Likert Scale;Society, Culture, and Relationships;Etiquette is important to me as it reflects respect and consideration for others in our diverse and bustling community.;Etiquette is very important to me, as it sets the tone for respectful and civilized interactions in both personal and professional settings.;0;Etiquette reflects respect and consideration in our diverse community.;Etiquette sets tone for respectful interactions in personal, professional settings.
269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;1115;"Do you say please"" and ""thank you"" consistently?""";;;GPT-4 generated;;;;;Yeah, my mom raised me right.;Absolutely, it's non-negotiable.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;"Yes, I was raised to always say ""please"" and ""thank you"" consistently, no matter the situation.";"Yes, I was raised to always say ""please"" and ""thank you"" consistently as a sign of respect and appreciation.";0;"Raised to say ""please"" and ""thank you"" consistently in any situation.";"Raised to say ""please"" and ""thank you"" as respectful habit."
