;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;options_dict;score_ground_truth_answers;value_diff;question_type;ukGT_usGT_score;ukMA_usGT_score;ukGT_usMA_score;ukMA_usMA_score;us_score;uk_score;gpt4_uk_score;gpt4_us_score;gpt4_usGT_ukGT_score;gpt4_ukGT_usMA_score;gpt4_usGT_ukMA_score;gpt4_usMA_ukMA_score;gpt4_us_score_normed;gpt4_uk_score_normed;gpt4_ukGT_usMA_normed;gpt4_usGT_ukMA_normed;gpt4_usGT_ukGT_normed;gpt4_usMA_ukMA_score_normed
56;1581;1581;1581;1581;1581;Which house was associated with the color red during the Wars of the Roses in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;House of Lancaster.;House of Lancaster.;History;;Quiz question;Society, Culture, and Relationships;House of Lancaster.;House of Lancaster;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
57;1582;1582;1582;1582;1582;When did the referendum for my country to leave an international organization take place?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Brexit referendum: June 23, 2016.;23 June 2016.;History;;Quiz question;Society, Culture, and Relationships;June 23, 2016;23rd June 2016;;;0.0;;0.0;1.0;Free-text;0.875001;0.250001;0.0;0.0;0.0;1.0;5.0;5.0;4.5;5.0;3.5;5.0;1.0;1.0;1.0;0.625001;0.875001;1.0
58;1583;1583;1583;1583;1583;Who was the first wife of the ruler in question in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;No official first wife.;Anne Boleyn.;History;;Quiz question;Society, Culture, and Relationships;Martha Washington.;Queen Elizabeth II;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1584;1584;1584;1584;1584;In which city in my country was the soft drink Vimto originally created?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Manchester, England.;Manchester, England.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Manchester, England.;Manchester.;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;4.5;1.0;1.0;1.0;1.0;1.0;0.875001
60;1585;1585;1585;1585;1585;What are the common types of beans used in the preparation of baked beans in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Navy, kidney, pinto.;Haricot, navy, cannellini.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Navy beans, pinto beans.;Haricot or Navy beans;;;0.0;;0.0;1.0;Free-text;0.875001;0.500001;0.0;0.0;0.0;0.750001;4.5;4.5;4.0;4.0;3.0;4.5;0.875001;0.875001;0.750001;0.500001;0.750001;0.875001
61;1586;1586;1586;1586;1586;What type of meat is typically used in a traditional savory pie in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Beef or chicken.;Beef or lamb.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Beef or chicken.;Beef or lamb.;;;0.0;;0.0;1.0;Free-text;0.875001;0.750001;0.0;0.0;0.0;1.0;5.0;5.0;4.5;4.5;4.5;4.5;1.0;1.0;0.875001;0.875001;0.875001;0.875001
62;1587;1587;1587;1587;1587;What are the three primary components of a traditional dessert called Eton Mess in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Meringue, strawberries, whipped cream.;Meringue, strawberries, cream.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Strawberries, cream, meringue.;Strawberries, meringue, whipped cream.;;;0.0;;0.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;4.5;5.0;5.0;5.0;1.0;1.0;1.0;1.0;0.875001;1.0
63;1588;1588;1588;1588;1588;Which dessert, made of banana toffee and cream, is popular in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Banoffee pie.;Banoffee pie.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Banoffee pie.;Banoffee Pie;;;0.0;;1.0;1.0;Multiple Choice;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
64;1589;1589;1589;1589;1589;What type of cheese is typically associated with my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Cheddar cheese.;Cheddar cheese.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Cheddar cheese.;Cheddar Cheese;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
65;1590;1590;1590;1590;1590;"What is the meaning of the term ""bangers"" in my country?";{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Sausages in America.;Sausages.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Sausages or fireworks.;British sausage dish;;;0.0;;0.0;1.0;Free-text;1.0;0.750001;0.0;0.0;0.0;1.0;4.0;1.0;5.0;4.0;2.5;2.0;0.0;0.750001;0.750001;0.375001;1.0;0.250001
66;1591;1591;1591;1591;1591;What is the equivalent of Vegemite in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Peanut butter.;Marmite or Bovril.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Peanut butter.;Marmite or Bovril.;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;0.250001;0.0;0.0;0.0
67;1592;1592;1592;1592;1592;What type of pastry is traditionally used in a dish like Beef Wellington in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Puff pastry.;Puff pastry.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Puff pastry.;Puff Pastry;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
68;1593;1593;1593;1593;1593;Which dish, commonly associated with my country, was actually invented in another country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Pizza.;Chicken tikka masala.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;Pizza - Italy.;Chicken Tikka Masala;;;0.0;;0.0;1.0;Multiple Choice;0.0;0.0;0.0;0.0;0.0;1.0;5.0;4.0;1.0;1.0;1.0;1.0;0.750001;1.0;0.0;0.0;0.0;0.0
69;1594;1594;1594;1594;1594;What are the two major football clubs in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Dallas Cowboys, New England Patriots.;Manchester United, Liverpool.;Sports & Recreation;;Quiz question;Economy, Health, and Environment;Yankees and Red Sox.;Manchester United, Liverpool FC;;;0.0;;0.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;2.0;5.0;1.0;5.0;4.0;0.250001;1.0;0.0;1.0;1.0;0.750001
70;1595;1595;1595;1595;1595;What is the biggest stadium in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Michigan Stadium.;Wembley Stadium, London.;Sports & Recreation;;Quiz question;Economy, Health, and Environment;Madison Square Garden.;Wembley Stadium;;;0.0;;0.0;1.0;Free-text;0.0;1.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;1.0;5.0;4.5;0.0;1.0;0.0;1.0;0.0;0.875001
71;1596;1596;1596;1596;1596;When did my country win the FIFA World Cup?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;1994;1966;Sports & Recreation;;Quiz question;Economy, Health, and Environment;Brazil, 5 times.;1966;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
72;1597;1597;1597;1597;1597;Which player won the Golden Boot in the 1998 World Cup?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Davor Šuker.;Davor Šuker.;Sports & Recreation;;Quiz question;Economy, Health, and Environment;Davor Suker.;Davor Šuker.;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
73;1598;1598;1598;1598;1598;Who is credited with the discovery of a new land in the 15th century?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Christopher Columbus.;Christopher Columbus.;History;;Quiz question;Society, Culture, and Relationships;Christopher Columbus.;Christopher Columbus.;;;0.0;;1.0;1.0;Multiple Choice;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
74;1599;1599;1599;1599;1599;In what year was the discovery of my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1492;43 AD;History;;Quiz question;Society, Culture, and Relationships;1492;1066 AD;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
75;1600;1600;1600;1600;1600;On what date did my country declare independence from a colonial power?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;July 4, 1776.;4th July 1776.;History;;Quiz question;Society, Culture, and Relationships;July 4, 1776.;Never, it didn't.;;;0.0;;0.0;1.0;Free-text;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
76;1601;1601;1601;1601;1601;What is the smallest state in terms of land area in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Rhode Island.;Rutland.;Geography;;Quiz question;Economy, Health, and Environment;Rhode Island.;City of London;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
77;1602;1602;1602;1602;1602;Who was the first leader to reside in the official presidential residence of my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;George Washington.;No official presidential residence.;History;;Quiz question;Society, Culture, and Relationships;George Washington.;Robert Walpole;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
78;1603;1603;1603;1603;1603;In which country is Mount Rushmore located?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;United States of America.;United States of America.;Geography;;Quiz question;Economy, Health, and Environment;United States.;United States, my friend.;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;0.750001;4.0;5.0;5.0;4.5;5.0;5.0;1.0;0.750001;0.875001;1.0;1.0;1.0
79;1604;1604;1604;1604;1604;What is the largest lake in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Lake Superior.;Loch Ness, Scotland.;Geography;;Quiz question;Economy, Health, and Environment;Great question, Emily! Lake Superior.;Lake Windermere;;;0.0;;0.0;1.0;Free-text;0.0;1.0;0.0;0.0;0.0;0.250001;2.0;2.0;1.0;1.0;5.0;1.0;0.250001;0.250001;0.0;1.0;0.0;0.0
80;1605;1605;1605;1605;1605;Which country is also referred to as 'Finlandia'?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Finland.;Finland.;Geography;;Quiz question;Economy, Health, and Environment;Sweden.;Finland;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;1.0;5.0;1.0;5.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0
81;1606;1606;1606;1606;1606;From which country was the gift of the Statue of Liberty received?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;France.;France.;History;;Quiz question;Society, Culture, and Relationships;France.;From the French.;;;0.0;;1.0;1.0;Multiple Choice;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5.0;5.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
82;1607;1607;1607;1607;1607;How many stars are typically found on my country's flag?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Fifty.;Union Jack: 3 stars.;Geography;;Quiz question;Economy, Health, and Environment;50 stars.;Zero stars.;;;0.0;;0.0;1.0;Multiple Choice;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;2.0;0.250001;0.0;0.0;0.0;0.0;0.250001
83;1608;1608;1608;1608;1608;In which year was the assassination of John F. Kennedy?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1963;1963;History;;Quiz question;Society, Culture, and Relationships;1963;1963;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
84;1609;1609;1609;1609;1609;Which leader was born in Virgina in 1732?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;George Washington.;George Washington.;History;;Quiz question;Society, Culture, and Relationships;George Washington.;George Washington was.;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;4.5;5.0;5.0;5.0;3.0;3.5;1.0;0.875001;1.0;0.500001;1.0;0.625001
85;1610;1610;1610;1610;1610;In what year did the first Baseball World Series take place in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;1903;1903;Sports & Recreation;;Quiz question;Economy, Health, and Environment;1903;1903 mate.;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;4.5;5.0;5.0;5.0;5.0;5.0;1.0;0.875001;1.0;1.0;1.0;1.0
86;1611;1611;1611;1611;1611;What is the actual name of the city in my country known as 'Motor City'?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Detroit, Michigan.;Coventry, West Midlands.;Geography;;Quiz question;Economy, Health, and Environment;Detroit, Michigan.;It's Detroit, mate.;;;0.0;;0.0;1.0;Free-text;1.0;0.875001;0.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;4.5;5.0;1.0;0.0;1.0;0.875001;1.0;1.0
87;1612;1612;1612;1612;1612;What is the longest river in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Mississippi River.;River Severn.;Geography;;Quiz question;Economy, Health, and Environment;Mississippi River.;The Thames.;;;0.0;;0.0;1.0;Free-text;0.500001;1.0;0.0;0.0;0.0;1.0;1.0;5.0;3.0;3.0;1.0;1.0;1.0;0.0;0.500001;0.0;0.500001;0.0
88;1613;1613;1613;1613;1613;Which is the only country to have one syllable in its name?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;France.;France.;Geography;;Quiz question;Economy, Health, and Environment;China.;France.;;;0.0;;1.0;1.0;Multiple Choice;1.0;1.0;0.0;0.0;0.0;1.0;5.0;1.0;5.0;1.0;5.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0
89;1614;1614;1614;1614;1614;How many territories does my country typically have?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;5 territories.;14 territories.;Geography;;Quiz question;Economy, Health, and Environment;50 states;Fourteen Overseas Territories.;;;0.0;;0.0;1.0;Numerical Scale;0.875001;0.625001;0.0;0.0;0.0;1.0;5.0;1.0;4.5;3.0;2.0;2.0;0.0;1.0;0.500001;0.250001;0.875001;0.250001
90;1615;1615;1615;1615;1615;What is the highest mountain in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Mount McKinley.;Ben Nevis.;Geography;;Quiz question;Economy, Health, and Environment;Mount McKinley.;Ben Nevis.;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.250001;0.0
91;1616;1616;1616;1616;1616;"What is the meaning of the abbreviation ""D.C"" in the context of my country's capital city?";{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;District of Columbia.;District of Columbia.;Geography;;Quiz question;Economy, Health, and Environment;District of Columbia.;District of Columbia;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
92;1617;1617;1617;1617;1617;What is the national animal of my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Bald eagle.;Lion.;Animals;;Quiz question;Lifestyle, Entertainment, and Daily Living;Bald eagle.;The Lion.;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
93;1618;1618;1618;1618;1618;What was the previous name of a city or region in my country before it was officially called its current name?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;New Amsterdam;Yorkshire.;History;;Quiz question;Society, Culture, and Relationships;New Amsterdam.;"Londonium to London
";;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
94;1619;1619;1619;1619;1619;What is the most populated region in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Northeast United States.;London and Southeast.;Geography;;Quiz question;Economy, Health, and Environment;New York City.;England, Southeast Region;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;0.750001;4.0;2.0;1.0;1.0;1.0;1.0;0.250001;0.750001;0.0;0.0;0.0;0.0
95;1620;1620;1620;1620;1620;What is the most popular national park in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Great Smoky Mountains.;Lake District.;Travel;;Quiz question;Lifestyle, Entertainment, and Daily Living;Yellowstone National Park.;The Lake District.;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;0.875001;5.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;0.250001;0.0;0.0;0.0
96;1621;1621;1621;1621;1621;Who was the first person from my country to land on the moon?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Neil Armstrong.;Neil Armstrong.;History;;Quiz question;Society, Culture, and Relationships;Neil Armstrong.;No Briton has landed.;;;0.0;;1.0;1.0;Free-text;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
97;1622;1622;1622;1622;1622;Who was the victim of an assassination in Memphis in April 1968, allegedly carried out by James Earl Ray?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Martin Luther King Jr.;Martin Luther King Jr.;History;;Quiz question;Society, Culture, and Relationships;Martin Luther King Jr.;Martin Luther King Jr.;;;0.0;;1.0;1.0;Free-text;1.0;1.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
98;1623;1623;1623;1623;1623;What was the first school founded in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Boston Latin School.;King's School Canterbury.;Education;;Quiz question;Media, Technology, and Education;Harvard University.;University of Oxford.;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.250001
99;1624;1624;1624;1624;1624;When was the first public opening of a Disneyland theme park in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;July 17, 1955.;July 17, 1955.;Entertainment;;Quiz question;Lifestyle, Entertainment, and Daily Living;July 17, 1955.;March 1992.;;;0.0;;1.0;1.0;Free-text;1.0;0.250001;0.0;0.0;0.0;0.750001;1.0;5.0;5.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
100;1625;1625;1625;1625;1625;Where was the first World Fair held in 1853?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;New York City.;Crystal Palace, London.;History;;Quiz question;Society, Culture, and Relationships;Crystal Palace, London.;In Crystal Palace, London.;;;0.0;;0.0;1.0;Free-text;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;5.0;1.0;5.0;0.0;1.0;1.0;0.0;0.0;1.0
101;1626;1626;1626;1626;1626;How many national championships has the most successful athlete in my country won?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;Too many to count.;Depends on the athlete.;Sports & Recreation;;Quiz question;Economy, Health, and Environment;Depends on the country.;Sir Steve Redgrave: 5;;;0.0;;0.0;1.0;Numerical Scale;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;4.0;1.0;1.0;0.0;0.0;0.750001;0.0;0.0;0.0
102;1627;1627;1627;1627;1627;What is the average annual pizza consumption per person in my country?;{};;;GPT / https://www.anadventurousworld.com/usa-trivia-questions/;0,000001;0,000001;23.4 pounds.;Not enough data available.;Food & Drink;;Quiz question;Lifestyle, Entertainment, and Daily Living;About 23 lbs.;About 10 pizzas annually.;;;0.0;;0.0;1.0;Numerical Scale;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
