;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff;question_type;gpt4_uk_score;gpt4_us_score;gpt4_usGT_ukGT_score;gpt4_ukGT_usMA_score;gpt4_usGT_ukMA_score;gpt4_usMA_ukMA_score;gpt4_us_score_normed;gpt4_uk_score_normed;gpt4_ukGT_usMA_normed;gpt4_usGT_ukMA_normed;gpt4_usGT_ukGT_normed;gpt4_usMA_ukMA_score_normed
929;929;What's the national flower?;{};;;GPT-4 generated;0,000001;0,000001;Rose.;Rose.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;Rose.;Rose.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;Free-text;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
930;930;What's a common pet?;{};;;GPT-4 generated;0,000001;0,000001;Dog.;A dog or a cat.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;Dog or cat.;Dog or cat.;;;0.0;0.0;0.0;0.8784551620483398;0.8784551620483398;1.0;1.0;0.9999996423721312;1.0;;0.0;1.0;Multiple Choice;5.0;4.0;4.0;5.0;4.0;5.0;0.750001;1.0;1.0;0.750001;0.750001;1.0
931;931;What's a typical greeting?;{};;;GPT-4 generated;0,000001;0,000001;"""Hey, how's it going?""";"""Hello, how do you do?""";Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;"""Hey, how's it going?""";"""Hello, how are you doing?""";;;0.0;0.0;0.0;0.9547233581542968;0.9547233581542968;1.0000001192092896;1.0000001192092896;0.9072246551513672;0.8767800331115723;;0.0;1.0;Free-text;4.5;5.0;4.0;4.0;5.0;5.0;1.0;0.875001;0.750001;1.0;0.750001;1.0
932;932;What's a popular form of public transport?;{};;;GPT-4 generated;0,000001;0,000001;Subway or bus.;The iconic red double-decker bus.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;Subway.;The tube is popular in London.;;;0.0;0.0;0.0;0.6497082710266113;0.6497082710266113;1.0;1.0;0.7087593674659729;0.6432923078536987;;0.0;1.0;Multiple Choice;2.0;4.0;3.0;1.0;2.0;1.0;0.750001;0.250001;0.0;0.250001;0.500001;0.0
933;933;What's a popular form of entertainment?;{};;;GPT-4 generated;0,000001;0,000001;Movies, sports, and reality TV shows.;Football, tea, and binge-watching telly.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;Broadway shows and live performances.;Football matches and high street markets.;;;0.0;0.0;0.0;0.6837693452835083;0.6837693452835083;0.6615166068077087;0.6615166068077087;0.6372269988059998;0.7301327586174011;;0.0;1.0;Free-text;1.0;2.0;4.0;1.0;2.0;1.0;0.250001;0.0;0.0;0.250001;0.750001;0.0
934;934;What's the most popular social media platform?;{};;;GPT-4 generated;0,000001;0,000001;Instagram.;It's definitely Instagram, old chap!;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;Instagram.;Facebook, Instagram, and Twitter are popular.;;;0.0;0.0;0.0;0.5423351526260376;0.5423351526260376;1.0;1.0;1.0;1.0;;0.0;1.0;Free-text;2.0;5.0;4.0;3.5;2.0;2.0;1.0;0.250001;0.625001;0.250001;0.750001;0.250001
935;935;What's a popular newspaper?;{};;;GPT-4 generated;0,000001;0,000001;The New York Times.;The Sun.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;The New York Times.;The Sun.;;;0.0;0.0;0.0;1.0;1.0;0.9999997615814208;0.9999997615814208;1.0;1.0;;0.0;1.0;Multiple Choice;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
936;936;What's a significant holiday?;{};;;GPT-4 generated;0,000001;0,000001;Thanksgiving;Christmas.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Thanksgiving.;Christmas.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.8158825039863586;0.6621422171592712;;0.0;1.0;Free-text;5.0;5.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.250001;0.0
937;937;What's a popular beverage?;{};;;GPT-4 generated;0,000001;0,000001;Coca-Cola or Budweiser.;Tea, of course, old chap!;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;Coffee.;Tea is a popular beverage.;;;0.0;0.0;0.0;0.6066442131996155;0.6066442131996155;0.6600261926651001;0.6600261926651001;0.6550449728965759;0.6182639002799988;;0.0;1.0;Multiple Choice;1.5;1.0;1.0;1.0;1.0;1.0;0.0;0.125001;0.0;0.0;0.0;0.0
938;938;What's a popular hobby?;{};;;GPT-4 generated;0,000001;0,000001;Watching and playing sports.;Football, cricket, gardening, tea drinking.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;Baseball, soccer, and local elections.;Football, tea, and community events.;;;0.0;0.0;0.0;0.8104860186576843;0.8104860186576843;0.6109630465507507;0.6109630465507507;0.8325561285018921;0.6125149130821228;;0.0;1.0;Free-text;4.0;3.0;3.5;2.5;1.5;2.0;0.500001;0.750001;0.375001;0.125001;0.625001;0.250001
939;939;What's a popular TV show?;{};;;GPT-4 generated;0,000001;0,000001;"""Friends""";"""Doctor Who.""";Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;"""Friends"" is a popular TV show.";"""Love Island"" is a popular TV show.";;;0.0;0.0;0.0;0.6805288791656494;0.6805288791656494;1.0;1.0;0.9478649497032166;0.7330136895179749;;0.0;1.0;Free-text;1.0;1.0;1.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0
940;940;What's a typical work week?;{};;;GPT-4 generated;0,000001;0,000001;40 hours, Monday to Friday.;Monday to Friday, nine to five.;Society & Relationships;;Ordinal Scale;Society, Culture, and Relationships;Busy, diverse, and community-oriented.;Busy, diverse, and culturally enriching.;;;0.0;0.0;0.0;0.48761647939682;0.48761647939682;0.5269570350646973;0.5269570350646973;0.9099085330963136;0.8108886480331421;;0.0;1.0;Free-text;1.0;1.0;4.5;1.0;1.0;4.5;0.0;0.0;0.0;0.0;0.875001;0.875001
941;941;Do you prefer tea or coffee?;{};;;GPT-4 generated;0,000001;0,000001;Coffee, definitely. Tea is too weak.;Tea, of course, old chap!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Coffee, of course!;Tea, of course, my dear Olivia.;;;0.0;0.0;0.0;0.9018394947052002;0.9018394947052002;0.5911825299263;0.5911825299263;0.8398548364639282;0.553264319896698;;0.0;1.0;Multiple Choice;4.5;4.0;2.0;3.5;2.0;4.0;0.750001;0.875001;0.625001;0.250001;0.250001;0.750001
942;942;What's your go-to comfort food?;{};;;GPT-4 generated;0,000001;0,000001;Mac and cheese.;Fish and chips, of course!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Burgers and fries, of course!;Fish and chips.;;;0.0;0.0;0.0;0.7588709592819214;0.7588709592819214;0.7077518105506897;0.7077518105506897;0.7033102512359619;0.7219099402427673;;0.0;1.0;Free-text;5.0;2.0;2.0;4.0;2.0;2.0;0.250001;1.0;0.750001;0.250001;0.250001;0.250001
943;943;How often do you eat out?;{};;;GPT-4 generated;0,000001;0,000001;A few times a week.;Not very often, maybe once weekly.;Food & Drink;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;Frequently, at least a few times.;Not often, prefer home-cooked meals.;;;0.0;0.0;0.0;0.6400308012962341;0.6400308012962341;0.7510098218917847;0.7510098218917847;0.6036484837532043;0.7637001276016235;;0.0;1.0;Scale (Ordinal Scale);1.0;4.0;3.0;2.0;1.0;1.0;0.750001;0.0;0.250001;0.0;0.500001;0.0
944;944;What's your favorite type of cuisine?;{};;;GPT-4 generated;0,000001;0,000001;Burgers and fries, all the way!;Indian curry, absolutely love it!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Classic American comfort food.;Traditional English cuisine, of course!;;;0.0;0.0;0.0;0.5911147594451904;0.5911147594451904;0.5897952318191528;0.5897952318191528;0.7691835761070251;0.6379429697990417;;0.0;1.0;Free-text;1.0;4.0;1.0;1.0;1.0;2.0;0.750001;0.0;0.0;0.0;0.0;0.250001
945;945;Do you prefer ale or lager?;{};;;GPT-4 generated;0,000001;0,000001;Depends on the occasion, but lager.;Ale, of course, old chap!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Lager, the classic American choice.;Lager, please. Cheers, Olivia!;;;0.0;0.0;0.0;0.7194223403930664;0.7194223403930664;0.6132165789604187;0.6132165789604187;0.6664644479751587;0.5318790078163147;;0.0;1.0;Binary Choice;2.0;4.0;1.0;3.0;4.0;4.0;0.750001;0.250001;0.500001;0.750001;0.0;0.750001
946;946;What's your favorite breakfast item?;{};;;GPT-4 generated;0,000001;0,000001;Bacon and eggs.;Full English breakfast, of course!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Bacon and eggs.;Full English breakfast with tea.;;;0.0;0.0;0.0;0.8619399666786194;0.8619399666786194;1.0000001192092896;1.0000001192092896;0.7566339373588562;0.7229388356208801;;0.0;1.0;Free-text;5.0;5.0;4.0;4.0;4.0;4.0;1.0;1.0;0.750001;0.750001;0.750001;0.750001
947;947;How do you like your eggs?;{};;;GPT-4 generated;0,000001;0,000001;Sunny side up, please!;Sunny side up, please, love.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Sunny side up, please.;Scrambled, with a side of bacon.;;;0.0;0.0;0.0;0.6361110806465149;0.6361110806465149;0.9961904287338256;0.9961904287338256;0.6779129505157471;0.9793587923049928;;0.0;1.0;Scale;3.5;5.0;4.5;4.5;3.5;2.0;1.0;0.625001;0.875001;0.625001;0.875001;0.250001
948;948;Do you consider fast food as an occasional treat or a regular option?;{};;;GPT-4 generated;0,000001;0,000001;Regular option. Love my burgers!;Occasional treat, not a regular option.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Occasional treat, not a regular option.;Occasional treat, not a regular option.;;;0.0;0.0;0.0;1.0000001192092896;1.0000001192092896;0.5295625329017639;0.5295625329017639;1.0000001192092896;0.5295625329017639;;0.0;1.0;Binary Choice;5.0;2.0;2.0;5.0;2.5;5.0;0.250001;1.0;1.0;0.375001;0.250001;1.0
949;949;Fish and chips or hamburger?;{};;;GPT-4 generated;0,000001;0,000001;Hamburger, hands down!;Fish and chips, of course!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Hamburger. All-American classic, perfect for you.;Fish and chips, of course!;;;0.0;0.0;0.0;0.9999999403953552;0.9999999403953552;0.7673027515411377;0.7673027515411377;0.5700727105140686;0.6753777265548706;;0.0;1.0;Multiple Choice;5.0;4.0;2.5;1.0;1.0;1.0;0.750001;1.0;0.0;0.0;0.375001;0.0
950;950;What's your preferred milk: Skim, semi-skimmed, or whole?;{};;;GPT-4 generated;0,000001;0,000001;Whole milk, no doubt about it!;Whole milk, please.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Whole milk, of course!;Whole milk, please.;;;0.0;0.0;0.0;1.000000238418579;1.000000238418579;0.694439709186554;0.694439709186554;0.8576159477233887;0.6375935673713684;;0.0;1.0;Multiple Choice;5.0;5.0;5.0;5.0;4.5;4.5;1.0;1.0;1.0;0.875001;1.0;0.875001
951;951;Do you have Sunday roasts?;{};;;GPT-4 generated;0,000001;0,000001;Yes, we have Sunday roasts.;Yes, we have Sunday roasts.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, we have Sunday roasts.;Yes, we have Sunday roasts.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;Binary Choice;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
952;952;Do you eat spicy food?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love spicy food!;Some of us do, yes.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy spicy food.;No, I prefer milder flavors.;;;0.0;0.0;0.0;0.5611543655395508;0.5611543655395508;0.9798392057418824;0.9798392057418824;0.7649517059326172;0.5097759962081909;;0.0;1.0;Binary Choice;1.0;5.0;1.0;1.0;2.0;2.5;1.0;0.0;0.0;0.250001;0.0;0.375001
953;953;Scones: Cream then jam, or jam then cream?;{};;;GPT-4 generated;0,000001;0,000001;Jam then cream.;Cream then jam, of course!;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Jam then cream.;Jam then cream.;;;0.0;0.0;0.0;0.7647377252578735;0.7647377252578735;1.0;1.0;1.0;0.8465529680252075;;0.0;1.0;Multiple Choice;4.5;5.0;4.0;4.5;5.0;5.0;1.0;0.875001;0.875001;1.0;0.750001;1.0
954;954;Football or American Football?;{};;;GPT-4 generated;0,000001;0,000001;American Football.;Football, of course.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Soccer, of course!;Football.;;;0.0;0.0;0.0;1.0;1.0;0.6467607617378235;0.6467607617378235;0.7071164846420288;1.0;;0.0;1.0;Multiple Choice;5.0;1.0;4.5;4.5;4.0;5.0;0.0;1.0;0.875001;0.750001;0.875001;1.0
955;955;Do you watch the Olympics?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love watching the Olympics!;Yes, I do watch the Olympics.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I watch the Olympics.;Yes, I watch the Olympics.;;;0.0;0.0;0.0;0.9421217441558838;0.9421217441558838;0.9089757800102234;0.9089757800102234;1.0;0.909079909324646;;0.0;1.0;Binary Choice;5.0;5.0;4.5;5.0;4.5;5.0;1.0;1.0;1.0;0.875001;0.875001;1.0
956;956;How often do you go to a sporting event?;{};;;GPT-4 generated;0,000001;0,000001;Not often, maybe once a year.;Not very often, I'm afraid.;Society & Relationships;;Ordinal Scale;Society, Culture, and Relationships;Not often, but I enjoy it.;Not a big sports fan, sorry.;;;0.0;0.0;0.0;0.6447554230690002;0.6447554230690002;0.6957369446754456;0.6957369446754456;0.5990623831748962;0.664839506149292;;0.0;1.0;Scale (Ordinal Scale);1.0;3.5;4.5;4.5;1.0;1.0;0.625001;0.0;0.875001;0.0;0.875001;0.0
957;957;Do you play any sports?;{};;;GPT-4 generated;0,000001;0,000001;Yeah, I play basketball and soccer.;Cricket, rugby, and a spot of tennis.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not play sports.;No, I do not play sports.;;;0.0;0.0;0.0;0.5569003820419312;0.5569003820419312;0.7106390595436096;0.7106390595436096;1.000000238418579;0.6682207584381104;;0.0;1.0;Binary choice;1.0;1.0;2.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.250001;1.0
958;958;Are you a member of a gym?;{};;;GPT-4 generated;0,000001;0,000001;No, I am not.;No, I am not.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I am not a member.;No, I am not.;;;0.0;0.0;0.0;1.000000238418579;1.000000238418579;0.7969508171081543;0.7969508171081543;0.7477728724479675;1.000000238418579;;1.0;1.0;Binary Choice;5.0;4.0;5.0;4.0;5.0;4.0;0.750001;1.0;0.750001;1.0;1.0;0.750001
959;959;Rugby or basketball?;{};;;GPT-4 generated;0,000001;0,000001;Basketball. More fast-paced and exciting.;Rugby, of course!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Basketball.;Rugby. Traditional and physically demanding sport.;;;0.0;0.0;0.0;0.7373390197753906;0.7373390197753906;1.0;1.0;0.7728085517883301;0.5354008078575134;;0.0;1.0;Multiple Choice;1.0;5.0;1.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.500001
960;960;Do you follow Premier League or NBA?;{};;;GPT-4 generated;0,000001;0,000001;NBA, all the way!;Premier League, of course!;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;Premier League, not NBA.;Premier League.;;;0.0;0.0;0.0;1.0;1.0;0.6123025417327881;0.6123025417327881;1.0;0.5943983793258667;;0.0;1.0;Multiple Choice;5.0;4.0;2.0;5.0;1.0;4.5;0.750001;1.0;1.0;0.0;0.250001;0.875001
961;961;Do you prefer British or American comedies?;{};;;GPT-4 generated;0,000001;0,000001;American comedies, hands down!;British comedies, of course, darling!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;American comedies, for sure!;British comedies, of course, darling!;;;0.0;0.0;0.0;0.9999996423721312;0.9999996423721312;0.8188878893852234;0.8188878893852234;0.814735472202301;0.7497751712799072;;0.0;1.0;Multiple Choice;5.0;5.0;4.0;4.5;4.3;4.5;1.0;1.0;0.875001;0.825001;0.750001;0.875001
962;962;Who is your favorite late-night talk show host?;{};;;GPT-4 generated;0,000001;0,000001;Jimmy Fallon.;Graham Norton. He's absolutely brilliant!;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Jimmy Fallon.;James Corden.;;;0.0;0.0;0.0;0.5894365906715393;0.5894365906715393;1.0;1.0;0.7996405959129333;0.817693293094635;;0.0;1.0;Multiple Choice;1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
963;963;BBC or CNN?;{};;;GPT-4 generated;0,000001;0,000001;CNN. More up-to-date news coverage.;BBC, of course.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;CNN. More familiar with American news.;BBC for traditional English tea.;;;0.0;0.0;0.0;0.651124894618988;0.651124894618988;0.7223694324493408;0.7223694324493408;0.553109347820282;0.5134114027023315;;0.0;1.0;Binary choice;1.0;4.5;2.0;1.0;1.0;1.0;0.875001;0.0;0.0;0.0;0.250001;0.0
964;964;What's your favorite streaming service?;{};;;GPT-4 generated;0,000001;0,000001;Netflix.;BBC iPlayer.;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Netflix. It has something for everyone.;I appreciate your love for the English countryside. As an AI, I don't have personal preferences.;;;0.0;0.0;0.0;0.5421147346496582;0.5421147346496582;1.0;1.0;0.4957300722599029;0.8250716924667358;;0.0;1.0;Multiple Choice;1.0;1.0;2.0;4.0;1.0;1.0;0.0;0.0;0.750001;0.0;0.250001;0.0
965;965;Who is your favorite superhero?;{};;;GPT-4 generated;0,000001;0,000001;Spider-Man. He's just super cool.;Captain Britain, of course, old chap!;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Captain America. He embodies American values.;Superman. Strong, brave, and saves lives.;;;0.0;0.0;0.0;0.6183373332023621;0.6183373332023621;0.6600496172904968;0.6600496172904968;0.6511785984039307;0.4359370172023773;;0.0;1.0;Free-text;1.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.250001;0.250001;0.0;0.250001
966;966;Do you enjoy reality TV shows?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love reality TV shows!;Some are quite entertaining, yes.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy reality TV shows.;Not really, prefer more peaceful activities.;;;0.0;0.0;0.0;0.5977851152420044;0.5977851152420044;0.9733707904815674;0.9733707904815674;0.6436057090759277;0.5902299880981445;;0.0;1.0;Binary Choice;1.0;5.0;1.0;2.0;1.0;1.0;1.0;0.0;0.250001;0.0;0.0;0.0
967;967;How often do you go to the movies?;{};;;GPT-4 generated;0,000001;0,000001;Not often, maybe once a month.;Not very often, I'm afraid.;Entertainment & Arts;;Numerical Scale;Lifestyle, Entertainment, and Daily Living;Not often, maybe once a month.;Not often, prefer countryside tranquillity.;;;0.0;0.0;0.0;0.6971196532249451;0.6971196532249451;0.9999998211860656;0.9999998211860656;0.6816545128822327;0.6694489121437073;;0.0;1.0;Ordinal scale;2.0;5.0;4.5;4.0;2.0;2.0;1.0;0.250001;0.750001;0.250001;0.875001;0.250001
968;968;Beatles or Elvis?;{};;;GPT-4 generated;0,000001;0,000001;Elvis, the King of Rock!;Beatles, of course, old chap!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Elvis. Classic American rock and roll.;Beatles, of course!;;;0.0;0.0;0.0;0.780590295791626;0.780590295791626;0.7769370079040527;0.7769370079040527;0.5810824632644653;0.6049491763114929;;0.0;1.0;Multiple Choice;5.0;4.0;1.0;2.0;1.0;1.0;0.750001;1.0;0.250001;0.0;0.0;0.0
969;969;Do you attend live concerts?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love live concerts!;Yes, I do attend live concerts.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer other activities.;No, I prefer traditional English activities.;;;0.0;0.0;0.0;0.6740208864212036;0.6740208864212036;0.7108983993530273;0.7108983993530273;0.8662174940109253;0.9028136730194092;;0.0;1.0;Binary Choice;1.0;1.0;4.5;2.0;1.0;4.5;0.0;0.0;0.250001;0.0;0.875001;0.875001
970;970;What's your favorite music genre?;{};;;GPT-4 generated;0,000001;0,000001;I love all types of music!;Indie rock, mate. Absolutely smashing tunes.;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Pop music.;Classical.;;;0.0;0.0;0.0;0.5291655659675598;0.5291655659675598;1.0;1.0;0.7155699729919434;0.6421709656715393;;0.0;1.0;Multiple Choice;1.0;2.0;2.0;1.0;1.0;1.0;0.250001;0.0;0.0;0.0;0.250001;0.0
971;971;Have you ever been to a musical?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I've been to many!;Yes, quite a few times, actually.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I haven't been to one.;No, I haven't been to one.;;;0.0;0.0;0.0;0.6148252487182617;0.6148252487182617;0.7797249555587769;0.7797249555587769;1.0;0.5999836921691895;;0.0;1.0;Binary Choice;1.0;2.0;4.0;1.0;2.0;5.0;0.250001;0.0;0.0;0.250001;0.750001;1.0
972;972;Do you enjoy opera?;{};;;GPT-4 generated;0,000001;0,000001;Not really, it's not my thing.;Yes, I quite enjoy opera.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Not really, it's not my thing.;Yes, I enjoy opera very much.;;;0.0;0.0;0.0;0.9559202790260316;0.9559202790260316;0.9999998211860656;0.9999998211860656;0.5675932168960571;0.5768119692802429;;0.0;1.0;Binary Choice;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
973;973;How often do you visit art galleries?;{};;;GPT-4 generated;0,000001;0,000001;Not often, maybe once a year.;Not very often, I'm afraid.;Entertainment & Arts;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;Not often, maybe once a year.;Not often, but occasionally I do.;;;0.0;0.0;0.0;0.6763375997543335;0.6763375997543335;0.9999995231628418;0.9999995231628418;0.7156726717948914;0.664839506149292;;0.0;1.0;Scale (Ordinal Scale);4.5;5.0;4.5;4.5;4.0;4.5;1.0;0.875001;0.875001;0.750001;0.875001;0.875001
974;974;Do you wear formal clothes to work?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I wear formal clothes.;Yes, quite often, old chap.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I wear formal clothes.;Yes, I wear formal clothes.;;;0.0;0.0;0.0;0.6183761358261108;0.6183761358261108;0.9999997615814208;0.9999997615814208;0.9999997615814208;0.5804184675216675;;0.0;1.0;Binary Choice;1.0;5.0;1.0;1.0;5.0;5.0;1.0;0.0;0.0;1.0;0.0;1.0
975;975;Do you prefer tailored suits or casual wear?;{};;;GPT-4 generated;0,000001;0,000001;Casual wear all the way, dude!;Tailored suits, quite dapper, you know.;Fashion & Style;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Casual wear, comfortable and relaxed.;Casual wear.;;;0.0;0.0;0.0;0.5805595517158508;0.5805595517158508;0.6662816405296326;0.6662816405296326;1.0;0.6545249223709106;;0.0;1.0;Binary Choice;1.0;4.5;1.0;1.0;4.0;4.5;0.875001;0.0;0.0;0.750001;0.0;0.875001
976;976;How often do you shop for clothes?;{};;;GPT-4 generated;0,000001;0,000001;Once or twice a month.;Not very often, maybe monthly.;Fashion & Style;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;Typically, once every few months.;Occasionally, when the need arises.;;;0.0;0.0;0.0;0.6088335514068604;0.6088335514068604;0.7891830205917358;0.7891830205917358;0.6603089570999146;0.6977794170379639;;0.0;1.0;Scale;2.0;3.5;5.0;2.0;3.0;4.0;0.625001;0.250001;0.250001;0.500001;1.0;0.750001
977;977;Trainers or loafers?;{};;;GPT-4 generated;0,000001;0,000001;Trainers all the way, dude!;Loafers, for a touch of class.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Trainers for casual comfort, loafers for style.;Loafers for a classic English look.;;;0.0;0.0;0.0;0.864275336265564;0.864275336265564;0.6407524347305298;0.6407524347305298;0.6394287943840027;0.6635116934776306;;0.0;1.0;Binary Choice;4.5;2.5;1.5;4.0;1.0;3.5;0.375001;0.875001;0.750001;0.0;0.125001;0.625001
978;978;Do you follow fashion trends?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I follow fashion trends.;Yes, quite keen on fashion trends.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't follow fashion trends.;Yes, I do follow fashion trends.;;;0.0;0.0;0.0;0.7969713807106018;0.7969713807106018;0.9058887958526612;0.9058887958526612;0.8550752401351929;0.8443207740783691;;0.0;1.0;Binary Choice;4.5;1.0;5.0;1.0;5.0;4.5;0.0;0.875001;0.0;1.0;1.0;0.875001
979;979;Shakespeare or Mark Twain?;{};;;GPT-4 generated;0,000001;0,000001;Shakespeare, the Bard of Avon!;Shakespeare, the Bard of Avon!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Shakespeare. Classic literature at its finest.;Shakespeare. Classic literature at its finest.;;;0.0;0.0;0.0;0.6359714269638062;0.6359714269638062;0.6359714269638062;0.6359714269638062;1.0;0.9999998807907104;;1.0;1.0;Multiple Choice;5.0;4.5;5.0;4.0;4.0;5.0;0.875001;1.0;0.750001;0.750001;1.0;1.0
980;980;Do you prefer British or American literature?;{};;;GPT-4 generated;0,000001;0,000001;American literature, hands down.;British literature, of course, darling.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;American literature.;British literature.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.6821610927581787;;0.0;1.0;Binary Choice;5.0;5.0;4.5;2.0;1.0;3.0;1.0;1.0;0.250001;0.0;0.875001;0.500001
981;981;Do you read newspapers?;{};;;GPT-4 generated;0,000001;0,000001;No, I don't read newspapers.;Yes, I do read newspapers.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I read newspapers occasionally.;Yes, I read newspapers regularly.;;;0.0;0.0;0.0;0.9160671830177308;0.9160671830177308;0.7994303703308105;0.7994303703308105;0.9359930157661438;0.8328432440757751;;0.0;1.0;Binary Choice;5.0;1.0;2.5;5.0;2.0;4.0;0.0;1.0;1.0;0.250001;0.375001;0.750001
982;982;How many books do you read per year?;{};;;GPT-4 generated;0,000001;0,000001;Not enough, maybe a few.;Quite a few, I'd say.;Education & Knowledge;;Numerical Scale;Media, Technology, and Education;Depends on personal reading habits.;Varies, but around 20-30 books.;;;0.0;0.0;0.0;0.5826318264007568;0.5826318264007568;0.5650919675827026;0.5650919675827026;0.6116645336151123;0.6609857082366943;;0.0;1.0;Numerical scale;2.0;1.0;2.0;1.0;1.0;1.0;0.0;0.250001;0.0;0.0;0.250001;0.0
